Employee_ID,Message,Word_Count,Sentiment_Score,Employee_Role,Department,Stress_Level
1655,Great job on the project!,5,1.0,Manager,IT,Low
1656,Had a good meeting with the team.,7,0.7,Software Engineer,HR,Low
1657,"Struggling to keep up, but staying positive.",7,0.23,Software Engineer,Finance,Medium
1658,Work is going smoothly.,4,0.4,Sales Executive,Sales,Low
1659,This deadline is impossible to meet.,6,-0.67,Software Engineer,HR,High
1660,Feeling productive today.,3,0.0,Manager,Finance,Low
1661,Feeling productive today.,3,0.0,Sales Executive,HR,Low
1662,Excited for the team outing!,5,0.47,Sales Executive,Sales,Low
1663,Enjoying my work today!,4,0.62,Sales Executive,HR,Low
1664,"Slightly stressed, but I can handle it.",7,-0.17,Sales Executive,Sales,Medium
1665,Feeling productive today.,3,0.0,HR Specialist,IT,Low
1666,Feeling great about my progress.,5,0.8,Sales Executive,Finance,Low
1667,Multitasking a lot today.,4,0.0,Data Analyst,Sales,Medium
1668,Too many meetings today.,4,0.5,Data Analyst,Finance,Medium
1669,I can't handle this pressure anymore!,6,0.0,Data Analyst,Finance,High
1670,Enjoying my work today!,4,0.62,Software Engineer,Sales,Low
1671,I need urgent help with my tasks!,7,0.0,HR Specialist,Marketing,High
1672,Looking forward to the weekend!,5,0.0,Data Analyst,Finance,Low
1673,Workload is manageable but challenging.,5,0.5,Data Analyst,Marketing,Medium
1674,Work is going smoothly.,4,0.4,Software Engineer,Marketing,Low
1675,Loving the collaborative environment.,4,0.6,Software Engineer,Marketing,Low
1676,Loving the collaborative environment.,4,0.6,HR Specialist,HR,Low
1677,Looking forward to the weekend!,5,0.0,Sales Executive,Finance,Low
1678,"Struggling to keep up, but staying positive.",7,0.23,HR Specialist,HR,Medium
1679,Burned out and exhausted.,4,-0.4,Data Analyst,Marketing,High
1680,Loving the collaborative environment.,4,0.6,Manager,Finance,Low
1681,I need urgent help with my tasks!,7,0.0,Software Engineer,Sales,High
1682,Had a good meeting with the team.,7,0.7,Sales Executive,HR,Low
1683,Work is going smoothly.,4,0.4,Manager,Marketing,Low
1684,Feeling productive today.,3,0.0,Software Engineer,HR,Low
1685,Loving the collaborative environment.,4,0.6,HR Specialist,HR,Low
1686,Great job on the project!,5,1.0,Data Analyst,Sales,Low
1687,Feeling productive today.,3,0.0,Manager,IT,Low
1688,Deadlines are approaching fast.,4,0.1,Data Analyst,Finance,Medium
1689,This deadline is impossible to meet.,6,-0.67,Data Analyst,Sales,High
1690,Deadlines are approaching fast.,4,0.1,HR Specialist,Finance,Medium
1691,Feeling productive today.,3,0.0,Software Engineer,Finance,Low
1692,Work is going smoothly.,4,0.4,Software Engineer,Finance,Low
1693,Excited for the team outing!,5,0.47,Manager,Marketing,Low
1694,Excited for the team outing!,5,0.47,Data Analyst,Sales,Low
1695,"Struggling to keep up, but staying positive.",7,0.23,Data Analyst,Marketing,Medium
1696,Had a good meeting with the team.,7,0.7,Data Analyst,Sales,Low
1697,Looking forward to the weekend!,5,0.0,Manager,Finance,Low
1698,Multitasking a lot today.,4,0.0,Data Analyst,HR,Medium
1699,Feeling great about my progress.,5,0.8,Software Engineer,Marketing,Low
1700,Too many meetings today.,4,0.5,HR Specialist,Sales,Medium
1701,Feeling productive today.,3,0.0,HR Specialist,Sales,Low
1702,"Slightly stressed, but I can handle it.",7,-0.17,Sales Executive,Finance,Medium
1703,"Overloaded with work, this is too much!",7,0.25,Manager,HR,High
1704,I can't handle this pressure anymore!,6,0.0,HR Specialist,HR,High
1705,"Too much work, not enough time.",6,0.1,HR Specialist,IT,High
1706,Great job on the project!,5,1.0,Data Analyst,Marketing,Low
1707,I feel like quitting.,4,0.0,Data Analyst,Sales,High
1708,Feeling productive today.,3,0.0,Software Engineer,HR,Low
1709,Excited for the team outing!,5,0.47,Manager,Finance,Low
1710,Feeling a bit overwhelmed.,4,0.0,HR Specialist,Finance,Medium
1711,"Overloaded with work, this is too much!",7,0.25,Manager,HR,High
1712,Feeling productive today.,3,0.0,Software Engineer,Sales,Low
1713,Deadlines are approaching fast.,4,0.1,Manager,Marketing,Medium
1714,Loving the collaborative environment.,4,0.6,Data Analyst,Marketing,Low
1715,Feeling extremely stressed out.,4,-0.12,Sales Executive,Sales,High
1716,Feeling great about my progress.,5,0.8,Manager,IT,Low
1717,I need urgent help with my tasks!,7,0.0,Data Analyst,Finance,High
1718,"Overloaded with work, this is too much!",7,0.25,Manager,HR,High
1719,Need a short break to refocus.,6,0.0,Data Analyst,HR,Medium
1720,"Struggling to keep up, but staying positive.",7,0.23,Data Analyst,Finance,Medium
1721,Had a good meeting with the team.,7,0.7,Data Analyst,HR,Low
1722,Great job on the project!,5,1.0,Sales Executive,Marketing,Low
1723,Loving the collaborative environment.,4,0.6,HR Specialist,HR,Low
1724,Enjoying my work today!,4,0.62,HR Specialist,IT,Low
1725,Enjoying my work today!,4,0.62,HR Specialist,IT,Low
1726,Looking forward to the weekend!,5,0.0,HR Specialist,Marketing,Low
1727,Looking forward to the weekend!,5,0.0,Sales Executive,Finance,Low
1728,No work-life balance at all!,5,0.0,Manager,IT,High
1729,Work is going smoothly.,4,0.4,HR Specialist,Marketing,Low
1730,Feeling great about my progress.,5,0.8,Software Engineer,Sales,Low
1731,Loving the collaborative environment.,4,0.6,Sales Executive,Marketing,Low
1732,Had a good meeting with the team.,7,0.7,Manager,Marketing,Low
1733,Deadlines are approaching fast.,4,0.1,Software Engineer,HR,Medium
1734,"Too much work, not enough time.",6,0.1,Data Analyst,Finance,High
1735,Workload is manageable but challenging.,5,0.5,Software Engineer,Marketing,Medium
1736,Need a short break to refocus.,6,0.0,Sales Executive,HR,Medium
1737,Multitasking a lot today.,4,0.0,Software Engineer,Marketing,Medium
1738,Enjoying my work today!,4,0.62,Software Engineer,Marketing,Low
1739,Enjoying my work today!,4,0.62,Data Analyst,Marketing,Low
1740,Loving the collaborative environment.,4,0.6,HR Specialist,IT,Low
1741,Enjoying my work today!,4,0.62,HR Specialist,HR,Low
1742,Need a short break to refocus.,6,0.0,Manager,IT,Medium
1743,Workload is manageable but challenging.,5,0.5,Software Engineer,IT,Medium
1744,Deadlines are approaching fast.,4,0.1,HR Specialist,Finance,Medium
1745,"Struggling to keep up, but staying positive.",7,0.23,Data Analyst,HR,Medium
1746,Multitasking a lot today.,4,0.0,Data Analyst,HR,Medium
1747,Multitasking a lot today.,4,0.0,Sales Executive,Marketing,Medium
1748,Multitasking a lot today.,4,0.0,Data Analyst,HR,Medium
1749,Great job on the project!,5,1.0,HR Specialist,HR,Low
1750,Need a short break to refocus.,6,0.0,Sales Executive,Finance,Medium
1751,This deadline is impossible to meet.,6,-0.67,Software Engineer,IT,High
1752,Feeling extremely stressed out.,4,-0.12,HR Specialist,IT,High
1753,Work is going smoothly.,4,0.4,Sales Executive,Finance,Low
1754,Enjoying my work today!,4,0.62,HR Specialist,Finance,Low
1755,"Struggling to keep up, but staying positive.",7,0.23,Data Analyst,HR,Medium
1756,Need a short break to refocus.,6,0.0,HR Specialist,IT,Medium
1757,Great job on the project!,5,1.0,Data Analyst,HR,Low
1758,Work is going smoothly.,4,0.4,Sales Executive,Sales,Low
1759,Feeling great about my progress.,5,0.8,Data Analyst,Finance,Low
1760,Excited for the team outing!,5,0.47,Software Engineer,HR,Low
1761,Work is going smoothly.,4,0.4,Sales Executive,HR,Low
1762,I need urgent help with my tasks!,7,0.0,Software Engineer,HR,High
1763,"Too much work, not enough time.",6,0.1,Sales Executive,Marketing,High
1764,"Struggling to keep up, but staying positive.",7,0.23,Software Engineer,HR,Medium
1765,Feeling great about my progress.,5,0.8,Manager,HR,Low
1766,"Too much work, not enough time.",6,0.1,Manager,Finance,High
1767,Had a good meeting with the team.,7,0.7,Software Engineer,Finance,Low
1768,Feeling great about my progress.,5,0.8,Manager,Finance,Low
1769,Work is going smoothly.,4,0.4,Sales Executive,Sales,Low
1770,No work-life balance at all!,5,0.0,Software Engineer,IT,High
1771,Loving the collaborative environment.,4,0.6,Data Analyst,HR,Low
1772,I need urgent help with my tasks!,7,0.0,Sales Executive,Marketing,High
1773,Work is going smoothly.,4,0.4,Data Analyst,Marketing,Low
1774,Looking forward to the weekend!,5,0.0,Manager,Sales,Low
1775,Workload is manageable but challenging.,5,0.5,Sales Executive,Sales,Medium
1776,I can't handle this pressure anymore!,6,0.0,Data Analyst,Marketing,High
1777,Burned out and exhausted.,4,-0.4,Data Analyst,Marketing,High
1778,Multitasking a lot today.,4,0.0,Data Analyst,Marketing,Medium
1779,I need urgent help with my tasks!,7,0.0,Sales Executive,Marketing,High
1780,Feeling productive today.,3,0.0,Sales Executive,Sales,Low
1781,Multitasking a lot today.,4,0.0,Data Analyst,Marketing,Medium
1782,Great job on the project!,5,1.0,Data Analyst,HR,Low
1783,I need urgent help with my tasks!,7,0.0,Manager,Sales,High
1784,Too many meetings today.,4,0.5,HR Specialist,Finance,Medium
1785,I feel like quitting.,4,0.0,HR Specialist,Marketing,High
1786,Looking forward to the weekend!,5,0.0,Software Engineer,IT,Low
1787,Looking forward to the weekend!,5,0.0,HR Specialist,HR,Low
1788,Looking forward to the weekend!,5,0.0,HR Specialist,IT,Low
1789,I need urgent help with my tasks!,7,0.0,Sales Executive,Sales,High
1790,Too many meetings today.,4,0.5,Data Analyst,Sales,Medium
1791,Excited for the team outing!,5,0.47,Data Analyst,Marketing,Low
1792,Excited for the team outing!,5,0.47,HR Specialist,IT,Low
1793,Had a good meeting with the team.,7,0.7,Software Engineer,Marketing,Low
1794,Had a good meeting with the team.,7,0.7,Data Analyst,IT,Low
1795,Looking forward to the weekend!,5,0.0,HR Specialist,Sales,Low
1796,This deadline is impossible to meet.,6,-0.67,Sales Executive,HR,High
1797,Enjoying my work today!,4,0.62,Software Engineer,Finance,Low
1798,Need a short break to refocus.,6,0.0,Sales Executive,Sales,Medium
1799,Workload is manageable but challenging.,5,0.5,Sales Executive,Marketing,Medium
1800,Multitasking a lot today.,4,0.0,HR Specialist,HR,Medium
1801,Had a good meeting with the team.,7,0.7,HR Specialist,Sales,Low
1802,I feel like quitting.,4,0.0,Manager,Marketing,High
1803,Great job on the project!,5,1.0,Sales Executive,Marketing,Low
1804,I can't handle this pressure anymore!,6,0.0,Manager,IT,High
1805,Feeling productive today.,3,0.0,Software Engineer,IT,Low
1806,Burned out and exhausted.,4,-0.4,Data Analyst,Sales,High
1807,Feeling productive today.,3,0.0,Data Analyst,Sales,Low
1808,Deadlines are approaching fast.,4,0.1,Data Analyst,HR,Medium
1809,Feeling great about my progress.,5,0.8,HR Specialist,IT,Low
1810,Need a short break to refocus.,6,0.0,Sales Executive,Marketing,Medium
1811,"Too much work, not enough time.",6,0.1,Software Engineer,Sales,High
1812,Enjoying my work today!,4,0.62,HR Specialist,Sales,Low
1813,This deadline is impossible to meet.,6,-0.67,Data Analyst,IT,High
1814,Enjoying my work today!,4,0.62,Data Analyst,IT,Low
1815,Workload is manageable but challenging.,5,0.5,Software Engineer,Marketing,Medium
1816,Feeling a bit overwhelmed.,4,0.0,Sales Executive,Sales,Medium
1817,"Struggling to keep up, but staying positive.",7,0.23,HR Specialist,Finance,Medium
1818,I can't handle this pressure anymore!,6,0.0,Software Engineer,HR,High
1819,I need urgent help with my tasks!,7,0.0,HR Specialist,IT,High
1820,Deadlines are approaching fast.,4,0.1,HR Specialist,Finance,Medium
1821,"Struggling to keep up, but staying positive.",7,0.23,Data Analyst,Sales,Medium
1822,Deadlines are approaching fast.,4,0.1,Data Analyst,IT,Medium
1823,Work is going smoothly.,4,0.4,HR Specialist,Marketing,Low
1824,Great job on the project!,5,1.0,Data Analyst,IT,Low
1825,Feeling productive today.,3,0.0,HR Specialist,Sales,Low
1826,Looking forward to the weekend!,5,0.0,Sales Executive,Finance,Low
1827,Enjoying my work today!,4,0.62,HR Specialist,Marketing,Low
1828,Loving the collaborative environment.,4,0.6,Software Engineer,Finance,Low
1829,Deadlines are approaching fast.,4,0.1,HR Specialist,IT,Medium
1830,"Too much work, not enough time.",6,0.1,Manager,Marketing,High
1831,Feeling great about my progress.,5,0.8,Software Engineer,IT,Low
1832,Great job on the project!,5,1.0,Manager,Marketing,Low
1833,Great job on the project!,5,1.0,Sales Executive,Sales,Low
1834,"Too much work, not enough time.",6,0.1,Sales Executive,HR,High
1835,Looking forward to the weekend!,5,0.0,Manager,Marketing,Low
1836,Great job on the project!,5,1.0,Data Analyst,Sales,Low
1837,Workload is manageable but challenging.,5,0.5,Manager,Finance,Medium
1838,Enjoying my work today!,4,0.62,Software Engineer,HR,Low
1839,Work is going smoothly.,4,0.4,Data Analyst,Sales,Low
1840,Feeling productive today.,3,0.0,Data Analyst,IT,Low
1841,Work is going smoothly.,4,0.4,Manager,IT,Low
1842,Excited for the team outing!,5,0.47,Manager,Finance,Low
1843,I can't handle this pressure anymore!,6,0.0,HR Specialist,HR,High
1844,I feel like quitting.,4,0.0,Data Analyst,IT,High
1845,Had a good meeting with the team.,7,0.7,Manager,Marketing,Low
1846,Too many meetings today.,4,0.5,Manager,IT,Medium
1847,"Overloaded with work, this is too much!",7,0.25,Data Analyst,Finance,High
1848,Enjoying my work today!,4,0.62,Sales Executive,HR,Low
1849,Excited for the team outing!,5,0.47,Manager,Finance,Low
1850,Great job on the project!,5,1.0,Sales Executive,IT,Low
1851,"Too much work, not enough time.",6,0.1,Manager,Finance,High
1852,Feeling great about my progress.,5,0.8,Data Analyst,Marketing,Low
1853,Burned out and exhausted.,4,-0.4,Software Engineer,Marketing,High
1854,I need urgent help with my tasks!,7,0.0,Sales Executive,IT,High
1855,Looking forward to the weekend!,5,0.0,HR Specialist,HR,Low
1856,Feeling great about my progress.,5,0.8,Data Analyst,Sales,Low
1857,Feeling great about my progress.,5,0.8,Manager,HR,Low
1858,I feel like quitting.,4,0.0,Sales Executive,Finance,High
1859,Great job on the project!,5,1.0,Software Engineer,Sales,Low
1860,I can't handle this pressure anymore!,6,0.0,Software Engineer,IT,High
1861,Feeling great about my progress.,5,0.8,Software Engineer,Sales,Low
1862,"Struggling to keep up, but staying positive.",7,0.23,Software Engineer,HR,Medium
1863,Feeling great about my progress.,5,0.8,Manager,Finance,Low
1864,Looking forward to the weekend!,5,0.0,Software Engineer,Finance,Low
1865,No work-life balance at all!,5,0.0,Software Engineer,IT,High
1866,Too many meetings today.,4,0.5,Sales Executive,HR,Medium
1867,Multitasking a lot today.,4,0.0,HR Specialist,Marketing,Medium
1868,Enjoying my work today!,4,0.62,Manager,Finance,Low
1869,Great job on the project!,5,1.0,Manager,HR,Low
1870,Multitasking a lot today.,4,0.0,Data Analyst,Sales,Medium
1871,Great job on the project!,5,1.0,Manager,Finance,Low
1872,Excited for the team outing!,5,0.47,Data Analyst,Sales,Low
1873,Feeling great about my progress.,5,0.8,Data Analyst,Finance,Low
1874,Had a good meeting with the team.,7,0.7,Sales Executive,HR,Low
1875,"Struggling to keep up, but staying positive.",7,0.23,Manager,Finance,Medium
1876,Excited for the team outing!,5,0.47,Sales Executive,HR,Low
1877,Feeling great about my progress.,5,0.8,Data Analyst,HR,Low
1878,Looking forward to the weekend!,5,0.0,Software Engineer,HR,Low
1879,Enjoying my work today!,4,0.62,HR Specialist,Sales,Low
1880,"Struggling to keep up, but staying positive.",7,0.23,Data Analyst,Finance,Medium
1881,Looking forward to the weekend!,5,0.0,Data Analyst,Sales,Low
1882,No work-life balance at all!,5,0.0,Data Analyst,HR,High
1883,No work-life balance at all!,5,0.0,HR Specialist,Sales,High
1884,"Overloaded with work, this is too much!",7,0.25,Sales Executive,Sales,High
1885,Feeling great about my progress.,5,0.8,HR Specialist,Sales,Low
1886,Work is going smoothly.,4,0.4,HR Specialist,Marketing,Low
1887,Feeling extremely stressed out.,4,-0.12,Data Analyst,Finance,High
1888,"Too much work, not enough time.",6,0.1,HR Specialist,Sales,High
1889,Feeling productive today.,3,0.0,Data Analyst,IT,Low
1890,Looking forward to the weekend!,5,0.0,Data Analyst,HR,Low
1891,Loving the collaborative environment.,4,0.6,Sales Executive,HR,Low
1892,Feeling extremely stressed out.,4,-0.12,Manager,Finance,High
1893,Feeling extremely stressed out.,4,-0.12,HR Specialist,Finance,High
1894,I need urgent help with my tasks!,7,0.0,Data Analyst,Marketing,High
1895,Feeling a bit overwhelmed.,4,0.0,Software Engineer,Marketing,Medium
1896,Enjoying my work today!,4,0.62,Software Engineer,Finance,Low
1897,Too many meetings today.,4,0.5,Data Analyst,IT,Medium
1898,"Struggling to keep up, but staying positive.",7,0.23,HR Specialist,Finance,Medium
1899,Looking forward to the weekend!,5,0.0,Software Engineer,HR,Low
1900,Need a short break to refocus.,6,0.0,Manager,HR,Medium
1901,Feeling productive today.,3,0.0,Data Analyst,Finance,Low
1902,Feeling productive today.,3,0.0,Software Engineer,IT,Low
1903,Feeling productive today.,3,0.0,Software Engineer,Marketing,Low
1904,Excited for the team outing!,5,0.47,Software Engineer,IT,Low
1905,Looking forward to the weekend!,5,0.0,HR Specialist,Sales,Low
1906,Too many meetings today.,4,0.5,Manager,Marketing,Medium
1907,"Struggling to keep up, but staying positive.",7,0.23,Software Engineer,IT,Medium
1908,Loving the collaborative environment.,4,0.6,Manager,HR,Low
1909,I can't handle this pressure anymore!,6,0.0,Manager,Finance,High
1910,Multitasking a lot today.,4,0.0,Data Analyst,HR,Medium
1911,Excited for the team outing!,5,0.47,Manager,Marketing,Low
1912,Workload is manageable but challenging.,5,0.5,Manager,Marketing,Medium
1913,Workload is manageable but challenging.,5,0.5,Data Analyst,Sales,Medium
1914,Burned out and exhausted.,4,-0.4,HR Specialist,Marketing,High
1915,Enjoying my work today!,4,0.62,Data Analyst,IT,Low
1916,Feeling extremely stressed out.,4,-0.12,Data Analyst,Sales,High
1917,Had a good meeting with the team.,7,0.7,Sales Executive,HR,Low
1918,This deadline is impossible to meet.,6,-0.67,Software Engineer,Sales,High
1919,I can't handle this pressure anymore!,6,0.0,Sales Executive,IT,High
1920,Feeling extremely stressed out.,4,-0.12,Sales Executive,Sales,High
1921,"Struggling to keep up, but staying positive.",7,0.23,Sales Executive,HR,Medium
1922,Loving the collaborative environment.,4,0.6,HR Specialist,HR,Low
1923,Feeling productive today.,3,0.0,Sales Executive,Sales,Low
1924,Work is going smoothly.,4,0.4,Manager,Sales,Low
1925,Work is going smoothly.,4,0.4,HR Specialist,IT,Low
1926,Feeling a bit overwhelmed.,4,0.0,Sales Executive,HR,Medium
1927,Need a short break to refocus.,6,0.0,Data Analyst,Marketing,Medium
1928,No work-life balance at all!,5,0.0,Data Analyst,IT,High
1929,I can't handle this pressure anymore!,6,0.0,Manager,Marketing,High
1930,Too many meetings today.,4,0.5,Software Engineer,Marketing,Medium
1931,Great job on the project!,5,1.0,HR Specialist,IT,Low
1932,I need urgent help with my tasks!,7,0.0,HR Specialist,Finance,High
1933,Looking forward to the weekend!,5,0.0,Manager,HR,Low
1934,This deadline is impossible to meet.,6,-0.67,Data Analyst,HR,High
1935,Need a short break to refocus.,6,0.0,Manager,IT,Medium
1936,Too many meetings today.,4,0.5,Manager,Finance,Medium
1937,Great job on the project!,5,1.0,Data Analyst,Sales,Low
1938,"Too much work, not enough time.",6,0.1,Manager,Sales,High
1939,I can't handle this pressure anymore!,6,0.0,Sales Executive,Marketing,High
1940,Feeling great about my progress.,5,0.8,HR Specialist,HR,Low
1941,Work is going smoothly.,4,0.4,Data Analyst,Finance,Low
1942,Multitasking a lot today.,4,0.0,Software Engineer,Finance,Medium
1943,Excited for the team outing!,5,0.47,HR Specialist,Sales,Low
1944,Great job on the project!,5,1.0,Software Engineer,IT,Low
1945,"Slightly stressed, but I can handle it.",7,-0.17,Software Engineer,Sales,Medium
1946,Loving the collaborative environment.,4,0.6,HR Specialist,Finance,Low
1947,"Slightly stressed, but I can handle it.",7,-0.17,Sales Executive,Marketing,Medium
1948,Feeling great about my progress.,5,0.8,Software Engineer,Marketing,Low
1949,I can't handle this pressure anymore!,6,0.0,Software Engineer,Marketing,High
1950,Feeling a bit overwhelmed.,4,0.0,Sales Executive,HR,Medium
1951,"Slightly stressed, but I can handle it.",7,-0.17,Sales Executive,Marketing,Medium
1952,Burned out and exhausted.,4,-0.4,HR Specialist,IT,High
1953,"Slightly stressed, but I can handle it.",7,-0.17,HR Specialist,Marketing,Medium
1954,"Too much work, not enough time.",6,0.1,Data Analyst,IT,High
1955,This deadline is impossible to meet.,6,-0.67,HR Specialist,Finance,High
1956,Deadlines are approaching fast.,4,0.1,HR Specialist,Marketing,Medium
1957,Looking forward to the weekend!,5,0.0,HR Specialist,Marketing,Low
1958,Workload is manageable but challenging.,5,0.5,Software Engineer,Finance,Medium
1959,Too many meetings today.,4,0.5,HR Specialist,IT,Medium
1960,Feeling great about my progress.,5,0.8,HR Specialist,Finance,Low
1961,Multitasking a lot today.,4,0.0,HR Specialist,HR,Medium
1962,Feeling a bit overwhelmed.,4,0.0,Manager,IT,Medium
1963,Feeling great about my progress.,5,0.8,HR Specialist,Marketing,Low
1964,Too many meetings today.,4,0.5,Software Engineer,IT,Medium
1965,Excited for the team outing!,5,0.47,Software Engineer,Finance,Low
1966,Multitasking a lot today.,4,0.0,Sales Executive,Marketing,Medium
1967,Looking forward to the weekend!,5,0.0,HR Specialist,IT,Low
1968,Need a short break to refocus.,6,0.0,Software Engineer,Marketing,Medium
1969,"Slightly stressed, but I can handle it.",7,-0.17,Data Analyst,IT,Medium
1970,I need urgent help with my tasks!,7,0.0,Manager,HR,High
1971,Too many meetings today.,4,0.5,Data Analyst,Sales,Medium
1972,Workload is manageable but challenging.,5,0.5,Manager,Finance,Medium
1973,"Slightly stressed, but I can handle it.",7,-0.17,Software Engineer,HR,Medium
1974,"Slightly stressed, but I can handle it.",7,-0.17,Software Engineer,HR,Medium
1975,Loving the collaborative environment.,4,0.6,Manager,Marketing,Low
1976,Great job on the project!,5,1.0,Manager,IT,Low
1977,Feeling great about my progress.,5,0.8,HR Specialist,HR,Low
1978,Enjoying my work today!,4,0.62,Manager,HR,Low
1979,Great job on the project!,5,1.0,Sales Executive,Marketing,Low
1980,Excited for the team outing!,5,0.47,Manager,Sales,Low
1981,Great job on the project!,5,1.0,Data Analyst,IT,Low
1982,Had a good meeting with the team.,7,0.7,Sales Executive,Sales,Low
1983,Multitasking a lot today.,4,0.0,Manager,HR,Medium
1984,Feeling great about my progress.,5,0.8,Manager,IT,Low
1985,Feeling productive today.,3,0.0,Software Engineer,IT,Low
1986,"Slightly stressed, but I can handle it.",7,-0.17,Software Engineer,Marketing,Medium
1987,Feeling a bit overwhelmed.,4,0.0,Manager,HR,Medium
1988,Feeling extremely stressed out.,4,-0.12,HR Specialist,HR,High
1989,Feeling great about my progress.,5,0.8,Sales Executive,Sales,Low
1990,Burned out and exhausted.,4,-0.4,Sales Executive,HR,High
1991,Feeling productive today.,3,0.0,Software Engineer,Sales,Low
1992,Loving the collaborative environment.,4,0.6,Data Analyst,HR,Low
1993,Feeling great about my progress.,5,0.8,Data Analyst,Sales,Low
1994,Need a short break to refocus.,6,0.0,Software Engineer,Sales,Medium
1995,Burned out and exhausted.,4,-0.4,HR Specialist,HR,High
1996,Feeling a bit overwhelmed.,4,0.0,Sales Executive,IT,Medium
1997,Looking forward to the weekend!,5,0.0,HR Specialist,Marketing,Low
1998,Had a good meeting with the team.,7,0.7,Software Engineer,Sales,Low
1999,I can't handle this pressure anymore!,6,0.0,Sales Executive,Sales,High
2000,Loving the collaborative environment.,4,0.6,Software Engineer,Finance,Low
2001,Deadlines are approaching fast.,4,0.1,Manager,Marketing,Medium
2002,Great job on the project!,5,1.0,Data Analyst,Marketing,Low
2003,Loving the collaborative environment.,4,0.6,Manager,HR,Low
2004,Enjoying my work today!,4,0.62,Manager,Sales,Low
2005,Need a short break to refocus.,6,0.0,Manager,Marketing,Medium
2006,I need urgent help with my tasks!,7,0.0,Sales Executive,Marketing,High
2007,Feeling extremely stressed out.,4,-0.12,Sales Executive,HR,High
2008,Had a good meeting with the team.,7,0.7,Data Analyst,Marketing,Low
2009,Feeling extremely stressed out.,4,-0.12,Data Analyst,IT,High
2010,Loving the collaborative environment.,4,0.6,Software Engineer,Finance,Low
2011,Great job on the project!,5,1.0,Sales Executive,Finance,Low
2012,Work is going smoothly.,4,0.4,Sales Executive,HR,Low
2013,"Struggling to keep up, but staying positive.",7,0.23,Sales Executive,Finance,Medium
2014,Feeling a bit overwhelmed.,4,0.0,Sales Executive,Finance,Medium
2015,Work is going smoothly.,4,0.4,HR Specialist,Sales,Low
2016,"Slightly stressed, but I can handle it.",7,-0.17,Data Analyst,Finance,Medium
2017,Loving the collaborative environment.,4,0.6,Data Analyst,HR,Low
2018,Loving the collaborative environment.,4,0.6,Software Engineer,IT,Low
2019,Feeling a bit overwhelmed.,4,0.0,HR Specialist,Finance,Medium
2020,Feeling great about my progress.,5,0.8,Manager,Finance,Low
2021,Had a good meeting with the team.,7,0.7,Manager,HR,Low
2022,Enjoying my work today!,4,0.62,Software Engineer,IT,Low
2023,Had a good meeting with the team.,7,0.7,Software Engineer,HR,Low
2024,Excited for the team outing!,5,0.47,Data Analyst,Sales,Low
2025,Great job on the project!,5,1.0,Manager,Finance,Low
2026,Burned out and exhausted.,4,-0.4,Data Analyst,IT,High
2027,"Too much work, not enough time.",6,0.1,Software Engineer,Finance,High
2028,This deadline is impossible to meet.,6,-0.67,Software Engineer,Finance,High
2029,Burned out and exhausted.,4,-0.4,Data Analyst,IT,High
2030,I can't handle this pressure anymore!,6,0.0,Sales Executive,Sales,High
2031,Enjoying my work today!,4,0.62,Data Analyst,HR,Low
2032,Workload is manageable but challenging.,5,0.5,Sales Executive,HR,Medium
2033,Deadlines are approaching fast.,4,0.1,HR Specialist,HR,Medium
2034,Had a good meeting with the team.,7,0.7,HR Specialist,HR,Low
2035,Feeling great about my progress.,5,0.8,Data Analyst,Sales,Low
2036,Enjoying my work today!,4,0.62,HR Specialist,Marketing,Low
2037,I can't handle this pressure anymore!,6,0.0,Software Engineer,Marketing,High
2038,"Slightly stressed, but I can handle it.",7,-0.17,HR Specialist,Sales,Medium
2039,"Struggling to keep up, but staying positive.",7,0.23,Data Analyst,IT,Medium
2040,Enjoying my work today!,4,0.62,Sales Executive,Finance,Low
2041,Work is going smoothly.,4,0.4,HR Specialist,Sales,Low
2042,I can't handle this pressure anymore!,6,0.0,HR Specialist,IT,High
2043,Too many meetings today.,4,0.5,Software Engineer,Sales,Medium
2044,Workload is manageable but challenging.,5,0.5,Software Engineer,Sales,Medium
2045,Feeling productive today.,3,0.0,Software Engineer,Finance,Low
2046,Had a good meeting with the team.,7,0.7,Manager,Marketing,Low
2047,Work is going smoothly.,4,0.4,Manager,Sales,Low
2048,Enjoying my work today!,4,0.62,Manager,IT,Low
2049,Feeling great about my progress.,5,0.8,Data Analyst,Marketing,Low
2050,Burned out and exhausted.,4,-0.4,Manager,Marketing,High
2051,I can't handle this pressure anymore!,6,0.0,Data Analyst,IT,High
2052,Loving the collaborative environment.,4,0.6,Data Analyst,Finance,Low
2053,Deadlines are approaching fast.,4,0.1,Data Analyst,HR,Medium
2054,Work is going smoothly.,4,0.4,Manager,Finance,Low
2055,Feeling productive today.,3,0.0,HR Specialist,Sales,Low
2056,Had a good meeting with the team.,7,0.7,Manager,Marketing,Low
2057,Feeling a bit overwhelmed.,4,0.0,Software Engineer,IT,Medium
2058,I can't handle this pressure anymore!,6,0.0,Software Engineer,Marketing,High
2059,Feeling a bit overwhelmed.,4,0.0,HR Specialist,Marketing,Medium
2060,"Slightly stressed, but I can handle it.",7,-0.17,HR Specialist,Finance,Medium
2061,Enjoying my work today!,4,0.62,HR Specialist,Marketing,Low
2062,Looking forward to the weekend!,5,0.0,Data Analyst,Marketing,Low
2063,Looking forward to the weekend!,5,0.0,HR Specialist,HR,Low
