data_version,age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note,survey_year,survey_month,survey_day,imputation_method
v2.0,23,Female,M.Sc,0.0,Mid,Startup,Remote,5,1,0,3,44118,60,2023-03-16,Contributed to open-source NLP repo,2023,3,16,Iterative
v2.0,21,Male,B.Sc,-0.93,Junior,Startup,Remote,3,0,1,0,33814,78,2024-12-05,Built ML pipeline for preprocessing,2024,12,5,Iterative
v2.0,38,Male,B.Sc,17.0,Mid,SME,Tier-2,2,0,0,0,177345,59,2023-11-29,Experience in data cleaning and ETL,2023,11,29,Iterative
v2.0,32,Male,B.Sc,10.0,Junior,Startup,Tier-1,4,0,0,0,106770,66,2024-03-06,Built ML pipeline for preprocessing,2024,3,6,Iterative
v2.0,26,Female,M.Sc,2.0,Mid,Startup,Tier-1,5,1,0,1,64411,39,2024-01-05,Contributed to open-source NLP repo,2024,1,5,Iterative
v2.0,39,Female,B.Sc,15.0,Mid,SME,Tier-1,2,0,0,1,147588,68,2023-02-13,Experience in data cleaning and ETL,2023,2,13,Iterative
v2.0,31,Female,B.Sc,9.0,Mid,SME,Remote,6,1,0,7,115623,39,2023-10-24,Experience in data cleaning and ETL,2023,10,24,Iterative
v2.0,37,Female,B.Sc+Cert,15.0,Junior,SME,Remote,6,2,0,1,174348,55,2024-04-10,No relevant project mentioned,2024,4,10,Iterative
v2.0,30,Male,M.Sc,8.0,Senior,SME,Tier-2,4,0,0,3,123701,61,2023-09-07,Worked on microservices deployment,2023,9,7,Iterative
v2.0,42,Female,B.Sc+Cert,18.0,Senior,SME,Tier-2,6,0,0,2,197807,60,2024-02-26,No relevant project mentioned,2024,2,26,Iterative
v2.0,41,Male,B.Sc,18.0,Mid,SME,Tier-1,2,1,0,1,175096,55,2024-04-17,Contributed to open-source NLP repo,2024,4,17,Iterative
v2.0,29,Male,B.Sc,6.0,Mid,Enterprise,Tier-2,5,1,0,0,92601,61,2023-09-30,Built ML pipeline for preprocessing,2023,9,30,Iterative
v2.0,36,Male,B.Sc+Cert,13.0,Mid,Startup,Tier-3,5,1,1,5,133484,68,2023-06-22,Experience in data cleaning and ETL,2023,6,22,Iterative
v2.0,34,Female,B.Sc,12.0,Mid,SME,Tier-2,4,0,0,0,136462,63,2023-08-24,Built ML pipeline for preprocessing,2023,8,24,Iterative
v2.0,38,Female,M.Sc,17.0,Mid,SME,Tier-1,5,1,1,2,200915,59,2023-02-15,Experience in data cleaning and ETL,2023,2,15,Iterative
v2.0,24,Male,B.Sc,0.0,Junior,Startup,Tier-2,4,0,0,0,27762,47,2024-01-27,Worked on microservices deployment,2024,1,27,Iterative
v2.0,34,Male,B.Sc,11.0,Mid,Enterprise,Tier-1,6,1,0,0,159754,55,2024-10-16,Built ML pipeline for preprocessing,2024,10,16,Iterative
v2.0,36,Female,B.Sc,13.0,Junior,Startup,Remote,4,0,1,0,153528,59,2023-08-21,Worked on microservices deployment,2023,8,21,Iterative
v2.0,20,Male,B.Sc,0.0,Junior,SME,Tier-1,5,4,0,2,48437,48,2024-02-21,Experience in data cleaning and ETL,2024,2,21,Iterative
v2.0,23,Female,B.Sc,6.0,Mid,SME,Remote,6,1,0,0,99439,48,2023-09-23,Worked on microservices deployment,2023,9,23,Iterative
v2.0,20,Female,B.Sc,0.0,Mid,Startup,Tier-1,3,1,0,1,40244,62,2023-07-09,No relevant project mentioned,2023,7,9,Iterative
v2.0,28,Male,B.Sc,6.0,Mid,SME,Tier-1,5,0,0,4,137790,31,2023-07-02,Contributed to open-source NLP repo,2023,7,2,Iterative
v2.0,34,Male,B.Sc,13.0,Mid,SME,Tier-2,8,1,0,4,144278,69,2023-12-23,No relevant project mentioned,2023,12,23,Iterative
v2.0,39,Female,M.Sc,15.0,Senior,Enterprise,Tier-3,4,1,0,2,195451,48,2024-12-03,Built ML pipeline for preprocessing,2024,12,3,Iterative
v2.0,30,Female,M.Eng,10.0,Mid,Enterprise,Tier-2,7,1,0,2,142467,59,2023-05-19,Built ML pipeline for preprocessing,2023,5,19,Iterative
v2.0,40,Male,M.Sc,17.0,Mid,Startup,Tier-1,4,0,1,0,188911,41,2024-06-30,Built ML pipeline for preprocessing,2024,6,30,Iterative
v2.0,22,Female,B.Sc,0.0,Junior,SME,Tier-1,5,0,0,3,39663,56,2024-05-19,Built ML pipeline for preprocessing,2024,5,19,Iterative
v2.0,20,Male,M.Sc,-1.62,Junior,Enterprise,Tier-2,2,1,0,2,38220,35,2024-04-26,Experience in data cleaning and ETL,2024,4,26,Iterative
v2.0,30,Male,M.Sc,6.0,Junior,Startup,Tier-1,9,2,1,2,103822,68,2023-12-18,No relevant project mentioned,2023,12,18,Iterative
v2.0,32,Female,M.Sc,10.0,Mid,SME,Tier-1,1,2,0,3,141073,62,2023-12-08,No relevant project mentioned,2023,12,8,Iterative
v2.0,30,Female,M.Sc,4.0,Senior,Enterprise,Tier-2,5,1,0,2,106842,49,2024-10-05,Built ML pipeline for preprocessing,2024,10,5,Iterative
v2.0,20,Male,PhD,0.0,Junior,SME,Tier-1,4,1,1,2,58452,67,2023-03-14,Experience in data cleaning and ETL,2023,3,14,Iterative
v2.0,29,Female,M.Sc,5.0,Mid,Startup,Tier-1,3,1,0,2,88157,60,2023-06-12,Worked on microservices deployment,2023,6,12,Iterative
v2.0,22,Male,B.Sc,0.0,Junior,SME,Tier-1,7,2,1,2,44834,66,2023-08-11,Built ML pipeline for preprocessing,2023,8,11,Iterative
v2.0,34,Male,M.Sc,12.0,Junior,SME,Remote,4,2,0,2,138043,44,2023-07-04,No relevant project mentioned,2023,7,4,Iterative
v2.0,32,Male,B.Sc,7.0,Senior,Enterprise,Tier-1,3,3,0,1,129663,57,2023-04-05,Built ML pipeline for preprocessing,2023,4,5,Iterative
v2.0,24,Female,B.Sc+Cert,2.0,Mid,Startup,Remote,6,0,0,0,57307,74,2024-11-14,Contributed to open-source NLP repo,2024,11,14,Iterative
v2.0,27,Male,B.Sc,2.0,Junior,Enterprise,Tier-1,4,2,0,2,70870,71,2023-11-05,Built ML pipeline for preprocessing,2023,11,5,Iterative
v2.0,24,Male,B.Sc,0.0,Mid,SME,Tier-3,3,2,1,6,35867,63,2023-05-28,Worked on microservices deployment,2023,5,28,Iterative
v2.0,30,Male,M.Eng,8.0,Mid,Startup,Tier-1,6,1,1,1,119489,74,2023-11-15,Worked on microservices deployment,2023,11,15,Iterative
v2.0,36,Female,M.Sc,15.0,Mid,SME,Tier-2,6,1,1,4,178466,49,2023-06-28,Built ML pipeline for preprocessing,2023,6,28,Iterative
v2.0,24,Male,B.Sc,3.0,Junior,SME,Tier-3,3,1,0,1,47185,75,2024-10-15,Contributed to open-source NLP repo,2024,10,15,Iterative
v2.0,33,Female,B.Sc,10.0,Mid,Startup,Tier-3,6,1,1,2,122648,59,2023-10-18,No relevant project mentioned,2023,10,18,Iterative
v2.0,27,Male,B.Sc+Cert,3.0,Junior,Startup,Tier-3,6,2,1,5,53523,41,2024-09-13,Built ML pipeline for preprocessing,2024,9,13,Iterative
v2.0,25,Male,B.Sc,2.0,Senior,Enterprise,Tier-3,2,0,0,4,64991,49,2024-05-11,Experience in data cleaning and ETL,2024,5,11,Iterative
v2.0,29,Male,B.Sc,7.0,Mid,Enterprise,Tier-1,8,1,1,5,141761,76,2023-10-28,Worked on microservices deployment,2023,10,28,Iterative
v2.0,24,Female,B.Sc,0.0,Mid,SME,Tier-2,3,1,1,0,39543,67,2023-06-10,Built ML pipeline for preprocessing,2023,6,10,Iterative
v2.0,27,Female,M.Sc,6.0,Junior,Startup,Tier-2,10,1,1,0,87612,58,2023-03-02,Worked on microservices deployment,2023,3,2,Iterative
v2.0,23,Male,M.Eng,0.0,Junior,Enterprise,Remote,4,1,0,1,55354,69,2023-03-13,Contributed to open-source NLP repo,2023,3,13,Iterative
v2.0,42,Male,B.Sc,21.0,Junior,SME,Tier-1,5,1,1,4,211724,69,2024-03-12,Worked on microservices deployment,2024,3,12,Iterative
v2.0,30,Male,B.Sc,9.0,Lead,Startup,Remote,3,0,0,4,129239,82,2024-04-26,Built ML pipeline for preprocessing,2024,4,26,Iterative
v2.0,26,Male,B.Sc,7.0,Junior,Enterprise,Tier-2,8,3,1,0,107452,59,2023-04-25,Worked on microservices deployment,2023,4,25,Iterative
v2.0,31,Male,M.Sc,8.0,Junior,Startup,Tier-2,7,0,0,0,105090,59,2023-07-25,Contributed to open-source NLP repo,2023,7,25,Iterative
v2.0,29,Male,B.Sc,7.0,Lead,SME,Tier-1,8,1,1,4,140385,53,2023-11-30,Built ML pipeline for preprocessing,2023,11,30,Iterative
v2.0,29,Male,M.Sc,4.0,Mid,SME,Tier-2,3,0,0,2,70812,39,2023-11-02,Built ML pipeline for preprocessing,2023,11,2,Iterative
v2.0,34,Male,B.Sc,12.0,Senior,SME,Tier-3,6,0,0,2,154175,63,2024-07-07,Contributed to open-source NLP repo,2024,7,7,Iterative
v2.0,35,Male,B.Sc,15.0,Junior,Startup,Tier-2,6,2,0,4,158487,59,2024-06-15,Built ML pipeline for preprocessing,2024,6,15,Iterative
v2.0,27,Female,B.Sc,6.0,Mid,SME,Remote,7,0,0,0,85678,59,2024-08-26,Worked on microservices deployment,2024,8,26,Iterative
v2.0,27,Male,B.Sc,5.0,Mid,Enterprise,Tier-3,3,1,1,0,82466,67,2024-08-02,No relevant project mentioned,2024,8,2,Iterative
v2.0,28,Male,M.Sc,4.0,Senior,SME,Tier-2,8,1,1,5,111538,59,2023-05-15,No relevant project mentioned,2023,5,15,Iterative
v2.0,20,Female,B.Sc+Cert,0.0,Junior,SME,Remote,8,3,0,0,45068,81,2024-07-31,Worked on microservices deployment,2024,7,31,Iterative
v2.0,21,Male,M.Sc,-0.68,Mid,Startup,Tier-2,5,0,0,0,46373,61,2023-05-31,Built ML pipeline for preprocessing,2023,5,31,Iterative
v2.0,38,Male,B.Sc,14.0,Senior,Enterprise,Tier-2,11,2,0,1,170945,59,2024-07-01,Built ML pipeline for preprocessing,2024,7,1,Iterative
v2.0,40,Male,B.Sc+Cert,13.0,Mid,Enterprise,Tier-1,2,1,0,1,174252,61,2023-05-20,Experience in data cleaning and ETL,2023,5,20,Iterative
v2.0,29,Male,M.Sc,5.0,Mid,Enterprise,Tier-1,3,0,1,0,93485,53,2024-02-11,No relevant project mentioned,2024,2,11,Iterative
v2.0,33,Male,B.Sc+Cert,9.0,Junior,SME,Tier-2,4,0,1,3,117053,63,2024-05-04,Contributed to open-source NLP repo,2024,5,4,Iterative
v2.0,32,Male,B.Sc,8.0,Junior,Enterprise,Remote,4,1,0,7,91954,55,2023-07-24,Worked on microservices deployment,2023,7,24,Iterative
v2.0,48,Female,B.Sc,23.0,Mid,Startup,Tier-1,8,0,0,0,251917,54,2023-10-22,Built ML pipeline for preprocessing,2023,10,22,Iterative
v2.0,37,Male,B.Sc,12.0,Mid,SME,Tier-1,4,3,1,4,139167,62,2024-08-04,Worked on microservices deployment,2024,8,4,Iterative
v2.0,29,Male,M.Sc,5.0,Lead,SME,Tier-2,9,1,0,0,147637,69,2024-11-01,Contributed to open-source NLP repo,2024,11,1,Iterative
v2.0,24,Male,B.Sc,0.0,Mid,SME,Tier-1,8,0,0,0,53719,53,2023-07-03,No relevant project mentioned,2023,7,3,Iterative
v2.0,20,Male,B.Sc,0.0,Mid,Enterprise,Tier-3,4,1,0,2,45308,55,2023-01-18,Built ML pipeline for preprocessing,2023,1,18,Iterative
v2.0,31,Male,B.Sc,10.0,Senior,SME,Tier-3,7,1,0,7,125224,45,2024-01-18,Experience in data cleaning and ETL,2024,1,18,Iterative
v2.0,25,Female,M.Sc,2.0,Junior,Startup,Tier-1,2,1,0,6,49884,73,2024-07-24,No relevant project mentioned,2024,7,24,Iterative
v2.0,21,Male,M.Sc,-1.04,Mid,SME,Remote,6,0,1,0,56345,79,2024-09-12,Worked on microservices deployment,2024,9,12,Iterative
v2.0,26,Male,B.Sc,4.0,Junior,SME,Tier-2,7,1,0,0,71365,71,2024-10-04,Contributed to open-source NLP repo,2024,10,4,Iterative
v2.0,24,Male,B.Sc,1.72,Junior,SME,Tier-2,5,4,1,6,63326,51,2024-06-25,Built ML pipeline for preprocessing,2024,6,25,Iterative
v2.0,40,Male,M.Sc,16.58,Senior,Startup,Tier-1,5,1,0,0,233649,50,2024-05-22,No relevant project mentioned,2024,5,22,Iterative
v2.0,35,Other,B.Sc+Cert,11.0,Mid,Startup,Tier-2,5,1,1,3,131380,70,2023-07-11,No relevant project mentioned,2023,7,11,Iterative
v2.0,30,Male,M.Sc,7.0,Mid,SME,Remote,6,1,0,2,124659,52,2023-07-17,Built ML pipeline for preprocessing,2023,7,17,Iterative
v2.0,39,Male,B.Sc+Cert,18.0,Mid,Enterprise,Tier-1,3,0,0,2,211269,59,2023-08-30,No relevant project mentioned,2023,8,30,Iterative
v2.0,30,Male,M.Sc,7.0,Mid,Enterprise,Tier-1,5,2,0,2,134437,44,2023-04-01,No relevant project mentioned,2023,4,1,Iterative
v2.0,25,Female,M.Sc,1.0,Junior,Enterprise,Tier-1,5,1,1,2,73940,56,2023-01-02,Contributed to open-source NLP repo,2023,1,2,Iterative
v2.0,39,Male,B.Sc,12.0,Mid,Enterprise,Tier-1,5,1,1,4,151958,59,2024-08-31,Built ML pipeline for preprocessing,2024,8,31,Iterative
v2.0,33,Male,M.Sc,11.0,Mid,Startup,Tier-1,7,3,1,0,153576,47,2024-04-09,Worked on microservices deployment,2024,4,9,Iterative
v2.0,24,Female,M.Sc,0.0,Senior,Enterprise,Tier-1,5,1,0,1,103717,64,2023-10-12,Contributed to open-source NLP repo,2023,10,12,Iterative
v2.0,29,Female,M.Sc,4.0,Junior,SME,Remote,6,0,0,1,77780,54,2023-01-04,Worked on microservices deployment,2023,1,4,Iterative
v2.0,25,Male,B.Sc,6.0,Junior,Enterprise,Tier-3,3,0,0,0,75591,70,2023-08-26,No relevant project mentioned,2023,8,26,Iterative
v2.0,22,Male,B.Sc,0.0,Mid,SME,Tier-1,5,1,0,2,49477,56,2024-07-05,Contributed to open-source NLP repo,2024,7,5,Iterative
v2.0,36,Male,B.Sc,11.0,Senior,Enterprise,Tier-3,4,1,0,2,137559,65,2024-03-14,Built ML pipeline for preprocessing,2024,3,14,Iterative
v2.0,41,Male,B.Sc,18.0,Mid,SME,Tier-1,2,0,1,0,194747,63,2024-01-25,Built ML pipeline for preprocessing,2024,1,25,Iterative
v2.0,22,Male,B.Sc,4.0,Mid,Startup,Tier-2,5,2,0,6,67831,58,2023-11-25,Contributed to open-source NLP repo,2023,11,25,Iterative
v2.0,33,Male,M.Eng,10.0,Lead,SME,Tier-1,6,0,1,2,197931,66,2023-08-29,Built ML pipeline for preprocessing,2023,8,29,Iterative
v2.0,26,Male,B.Sc,0.0,Lead,Startup,Tier-1,3,0,0,2,56662,39,2024-09-06,No relevant project mentioned,2024,9,6,Iterative
v2.0,27,Male,B.Sc,5.0,Mid,Enterprise,Remote,5,3,0,3,103627,59,2024-05-09,Built ML pipeline for preprocessing,2024,5,9,Iterative
v2.0,26,Male,B.Sc,4.0,Mid,SME,Tier-1,6,3,0,3,95773,67,2023-03-02,Built ML pipeline for preprocessing,2023,3,2,Iterative
v2.0,25,Female,M.Sc,3.0,Junior,SME,Tier-3,4,2,0,2,69482,59,2023-03-03,Built ML pipeline for preprocessing,2023,3,3,Iterative
v2.0,30,Male,B.Sc,8.0,Senior,Enterprise,Tier-2,5,1,1,1,130274,58,2024-03-27,Built ML pipeline for preprocessing,2024,3,27,Iterative
v2.0,25,Male,B.Sc,1.0,Mid,SME,Tier-1,3,3,1,1,67603,60,2023-10-04,Contributed to open-source NLP repo,2023,10,4,Iterative
v2.0,32,Male,M.Sc,13.0,Lead,SME,Tier-3,3,1,1,0,177239,77,2023-06-08,Contributed to open-source NLP repo,2023,6,8,Iterative
v2.0,30,Female,B.Sc,3.0,Junior,Startup,Tier-2,4,0,1,5,58167,68,2023-08-27,Built ML pipeline for preprocessing,2023,8,27,Iterative
v2.0,29,Male,B.Sc+Cert,4.0,Mid,SME,Tier-1,3,1,0,3,83962,55,2023-02-12,Contributed to open-source NLP repo,2023,2,12,Iterative
v2.0,25,Male,B.Sc+Cert,0.0,Mid,Enterprise,Tier-1,5,2,0,2,72806,75,2024-02-17,Contributed to open-source NLP repo,2024,2,17,Iterative
v2.0,27,Male,B.Sc,6.0,Mid,Enterprise,Tier-1,7,2,1,1,97494,46,2024-03-14,Contributed to open-source NLP repo,2024,3,14,Iterative
v2.0,35,Male,B.Sc,14.0,Junior,Enterprise,Remote,5,0,0,2,167728,70,2023-11-10,Contributed to open-source NLP repo,2023,11,10,Iterative
v2.0,33,Male,M.Sc,9.0,Mid,Startup,Tier-2,6,3,0,2,123556,52,2023-06-01,Worked on microservices deployment,2023,6,1,Iterative
v2.0,24,Male,B.Sc,0.0,Senior,Startup,Tier-1,1,0,0,1,46058,59,2023-03-21,Contributed to open-source NLP repo,2023,3,21,Iterative
v2.0,31,Male,B.Sc,8.33,Mid,Startup,Remote,5,1,0,1,111240,77,2023-05-17,No relevant project mentioned,2023,5,17,Iterative
v2.0,35,Female,B.Sc,14.0,Junior,Enterprise,Tier-1,7,3,1,5,190681,65,2024-12-25,Built ML pipeline for preprocessing,2024,12,25,Iterative
v2.0,20,Male,B.Sc+Cert,0.0,Mid,Startup,Tier-1,10,1,0,2,49867,66,2024-03-25,No relevant project mentioned,2024,3,25,Iterative
v2.0,33,Male,B.Sc,10.0,Junior,Startup,Tier-1,4,1,0,0,106517,59,2024-01-21,Contributed to open-source NLP repo,2024,1,21,Iterative
v2.0,26,Female,M.Sc,3.0,Junior,SME,Tier-2,6,0,0,1,56943,59,2024-11-07,Built ML pipeline for preprocessing,2024,11,7,Iterative
v2.0,33,Male,M.Sc,11.0,Mid,SME,Tier-1,6,1,0,1,142891,68,2024-01-18,Worked on microservices deployment,2024,1,18,Iterative
v2.0,25,Male,B.Sc,1.0,Senior,Enterprise,Tier-2,6,2,1,3,72279,61,2023-06-14,Built ML pipeline for preprocessing,2023,6,14,Iterative
v2.0,20,Male,B.Sc,0.0,Mid,SME,Remote,8,1,0,3,49774,52,2024-12-09,No relevant project mentioned,2024,12,9,Iterative
v2.0,20,Male,PhD,0.0,Mid,SME,Tier-1,4,1,0,1,76941,57,2023-10-29,Built ML pipeline for preprocessing,2023,10,29,Iterative
v2.0,30,Female,B.Sc,6.0,Junior,SME,Tier-1,9,2,0,6,85529,49,2023-02-17,No relevant project mentioned,2023,2,17,Iterative
v2.0,32,Female,M.Sc,7.0,Mid,Enterprise,Tier-1,3,1,0,5,135882,60,2023-05-07,Contributed to open-source NLP repo,2023,5,7,Iterative
v2.0,25,Male,B.Sc,0.0,Junior,SME,Tier-2,7,1,0,5,37528,66,2024-01-03,Built ML pipeline for preprocessing,2024,1,3,Iterative
v2.0,34,Male,B.Sc,12.0,Lead,SME,Remote,6,1,1,1,177331,69,2024-10-09,Built ML pipeline for preprocessing,2024,10,9,Iterative
v2.0,20,Female,B.Sc,-1.79,Senior,SME,Tier-1,5,0,0,2,59795,46,2023-02-01,Built ML pipeline for preprocessing,2023,2,1,Iterative
v2.0,30,Female,B.Sc,8.0,Mid,Startup,Tier-1,4,1,0,1,123667,66,2024-05-21,Contributed to open-source NLP repo,2024,5,21,Iterative
v2.0,23,Female,B.Sc,1.0,Mid,Enterprise,Tier-1,5,1,1,1,77306,54,2024-09-04,Worked on microservices deployment,2024,9,4,Iterative
v2.0,26,Male,M.Eng,5.0,Senior,Startup,Tier-1,3,1,1,5,100737,52,2023-03-18,Built ML pipeline for preprocessing,2023,3,18,Iterative
v2.0,30,Male,B.Sc,7.0,Mid,Enterprise,Tier-2,6,2,0,0,96037,55,2024-12-07,Experience in data cleaning and ETL,2024,12,7,Iterative
v2.0,25,Female,B.Sc,1.0,Junior,Startup,Tier-1,4,0,0,4,38154,54,2023-07-20,Worked on microservices deployment,2023,7,20,Iterative
v2.0,28,Male,B.Sc,5.0,Junior,Enterprise,Tier-1,3,1,0,2,88215,69,2023-03-09,No relevant project mentioned,2023,3,9,Iterative
v2.0,36,Male,M.Sc,9.0,Mid,Enterprise,Tier-2,1,2,0,0,148322,56,2023-01-28,Contributed to open-source NLP repo,2023,1,28,Iterative
v2.0,27,Male,B.Sc,4.0,Senior,SME,Tier-1,2,1,0,2,88443,56,2024-02-04,Worked on microservices deployment,2024,2,4,Iterative
v2.0,35,Male,M.Sc,12.12,Junior,SME,Tier-2,4,2,0,0,100837,44,2023-02-26,Experience in data cleaning and ETL,2023,2,26,Iterative
v2.0,23,Male,B.Sc,1.0,Junior,SME,Tier-1,5,1,0,0,50738,49,2023-07-22,Built ML pipeline for preprocessing,2023,7,22,Iterative
v2.0,33,Male,B.Sc,9.94,Mid,SME,Remote,8,0,1,4,111238,51,2024-07-20,Contributed to open-source NLP repo,2024,7,20,Iterative
v2.0,39,Female,B.Sc,15.0,Senior,Startup,Tier-1,5,0,1,3,181751,59,2023-03-24,Built ML pipeline for preprocessing,2023,3,24,Iterative
v2.0,20,Male,M.Eng,0.0,Junior,SME,Remote,2,2,0,0,46279,59,2024-09-09,Contributed to open-source NLP repo,2024,9,9,Iterative
v2.0,25,Female,B.Sc,2.88,Junior,Enterprise,Tier-1,5,1,0,6,43433,49,2023-09-08,Contributed to open-source NLP repo,2023,9,8,Iterative
v2.0,33,Male,B.Sc,7.0,Mid,Startup,Tier-3,3,1,0,0,91963,52,2023-12-08,Built ML pipeline for preprocessing,2023,12,8,Iterative
v2.0,29,Male,B.Sc,4.0,Mid,Enterprise,Tier-1,5,1,0,1,99047,49,2024-02-27,No relevant project mentioned,2024,2,27,Iterative
v2.0,32,Female,M.Eng,7.0,Junior,SME,Tier-2,6,0,0,0,100526,61,2024-03-14,Worked on microservices deployment,2024,3,14,Iterative
v2.0,26,Male,B.Sc,3.46,Junior,SME,Tier-1,6,1,1,0,44523,73,2024-02-18,Built ML pipeline for preprocessing,2024,2,18,Iterative
v2.0,31,Male,B.Sc,8.0,Mid,Enterprise,Tier-2,4,1,0,0,111385,53,2023-05-13,Built ML pipeline for preprocessing,2023,5,13,Iterative
v2.0,29,Male,B.Sc,8.0,Mid,SME,Tier-2,5,2,0,4,115795,62,2024-03-04,Built ML pipeline for preprocessing,2024,3,4,Iterative
v2.0,37,Male,B.Sc,15.0,Lead,SME,Tier-2,4,0,0,7,168607,62,2024-12-04,Contributed to open-source NLP repo,2024,12,4,Iterative
v2.0,32,Female,M.Sc,9.0,Mid,Enterprise,Tier-2,5,0,1,5,134251,53,2024-06-27,Worked on microservices deployment,2024,6,27,Iterative
v2.0,32,Female,M.Sc,6.0,Junior,Enterprise,Tier-1,5,2,1,2,118667,64,2024-09-01,Contributed to open-source NLP repo,2024,9,1,Iterative
v2.0,28,Male,B.Sc,6.0,Mid,Startup,Tier-1,5,1,1,3,97114,52,2023-09-25,Worked on microservices deployment,2023,9,25,Iterative
v2.0,27,Male,B.Sc,5.0,Mid,SME,Tier-2,9,1,0,2,84250,44,2023-04-17,Built ML pipeline for preprocessing,2023,4,17,Iterative
v2.0,27,Male,B.Sc,4.0,Junior,SME,Tier-1,5,1,1,1,77903,42,2023-03-07,Experience in data cleaning and ETL,2023,3,7,Iterative
v2.0,32,Female,B.Sc,13.0,Senior,Startup,Tier-1,8,0,1,3,169181,59,2023-02-21,Experience in data cleaning and ETL,2023,2,21,Iterative
v2.0,27,Male,B.Sc,5.0,Senior,Startup,Tier-1,2,0,0,7,83395,72,2024-12-11,Experience in data cleaning and ETL,2024,12,11,Iterative
v2.0,32,Male,M.Sc,8.0,Junior,SME,Tier-1,3,1,0,2,106113,55,2023-10-15,Contributed to open-source NLP repo,2023,10,15,Iterative
v2.0,42,Male,B.Sc+Cert,19.0,Junior,SME,Tier-2,2,0,1,1,188976,59,2023-08-20,Contributed to open-source NLP repo,2023,8,20,Iterative
v2.0,35,Male,PhD,12.02,Junior,Enterprise,Tier-2,2,0,1,1,190110,61,2023-06-12,No relevant project mentioned,2023,6,12,Iterative
v2.0,28,Male,B.Sc+Cert,5.0,Junior,Enterprise,Remote,4,2,1,1,100494,66,2023-08-29,Worked on microservices deployment,2023,8,29,Iterative
v2.0,37,Female,M.Sc,13.77,Mid,SME,Tier-1,4,1,0,2,159960,55,2024-01-25,Experience in data cleaning and ETL,2024,1,25,Iterative
v2.0,28,Male,M.Sc,4.0,Mid,Startup,Remote,7,1,1,2,82002,64,2023-01-22,Contributed to open-source NLP repo,2023,1,22,Iterative
v2.0,20,Male,B.Sc,2.0,Lead,Startup,Tier-2,4,0,0,0,67090,59,2024-12-29,Built ML pipeline for preprocessing,2024,12,29,Iterative
v2.0,24,Female,M.Sc,0.0,Junior,SME,Remote,7,1,0,1,55462,71,2024-11-17,No relevant project mentioned,2024,11,17,Iterative
v2.0,20,Female,B.Sc,0.0,Mid,SME,Tier-3,7,0,1,2,39428,51,2024-05-07,Built ML pipeline for preprocessing,2024,5,7,Iterative
v2.0,28,Male,B.Sc,2.0,Senior,Startup,Tier-2,8,0,1,2,66958,59,2024-11-14,Experience in data cleaning and ETL,2024,11,14,Iterative
v2.0,30,Male,M.Sc,7.0,Mid,SME,Tier-1,5,0,1,5,113743,41,2024-06-04,Built ML pipeline for preprocessing,2024,6,4,Iterative
v2.0,40,Male,B.Sc,14.0,Junior,Enterprise,Tier-1,5,0,1,1,163300,59,2023-12-28,Contributed to open-source NLP repo,2023,12,28,Iterative
v2.0,32,Male,B.Sc,9.25,Junior,Enterprise,Tier-1,2,2,1,2,101370,59,2023-02-28,Built ML pipeline for preprocessing,2023,2,28,Iterative
v2.0,29,Male,B.Sc+Cert,6.51,Junior,Enterprise,Remote,3,0,0,1,61212,76,2024-04-29,Built ML pipeline for preprocessing,2024,4,29,Iterative
v2.0,35,Male,B.Sc,12.04,Lead,SME,Remote,2,0,1,0,192614,52,2024-09-20,Built ML pipeline for preprocessing,2024,9,20,Iterative
v2.0,20,Male,B.Sc,0.0,Senior,Startup,Tier-3,4,2,1,1,43181,59,2023-04-11,Experience in data cleaning and ETL,2023,4,11,Iterative
v2.0,31,Female,B.Sc+Cert,9.0,Senior,Startup,Remote,5,1,0,1,122506,52,2023-12-06,Contributed to open-source NLP repo,2023,12,6,Iterative
v2.0,35,Male,M.Sc,12.0,Senior,Enterprise,Remote,5,0,0,3,189574,65,2024-04-30,Contributed to open-source NLP repo,2024,4,30,Iterative
v2.0,21,Male,B.Sc,0.0,Mid,SME,Tier-2,5,1,0,1,35792,65,2024-11-19,Contributed to open-source NLP repo,2024,11,19,Iterative
v2.0,37,Male,B.Sc,17.0,Senior,SME,Tier-2,5,0,1,5,184591,73,2023-01-16,Contributed to open-source NLP repo,2023,1,16,Iterative
v2.0,32,Female,B.Sc,8.0,Lead,Startup,Tier-2,8,1,1,1,120501,61,2024-05-12,Contributed to open-source NLP repo,2024,5,12,Iterative
v2.0,28,Female,B.Sc+Cert,5.0,Mid,SME,Tier-2,6,1,1,0,89322,52,2023-05-01,Built ML pipeline for preprocessing,2023,5,1,Iterative
v2.0,34,Female,M.Sc,12.0,Junior,Startup,Tier-1,6,1,0,0,138147,71,2023-08-02,Worked on microservices deployment,2023,8,2,Iterative
v2.0,44,Female,B.Sc,22.0,Mid,Startup,Tier-2,5,0,1,2,249467,64,2023-11-26,Worked on microservices deployment,2023,11,26,Iterative
v2.0,31,Female,B.Sc,8.0,Junior,SME,Tier-2,5,1,1,1,93667,51,2023-03-25,Contributed to open-source NLP repo,2023,3,25,Iterative
v2.0,31,Male,B.Sc,10.0,Junior,SME,Tier-2,4,2,0,1,115155,59,2023-06-30,No relevant project mentioned,2023,6,30,Iterative
