age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note,survey_year,survey_month,role_seniority_encoded
20.0,Male,B.Sc,0.0,Mid,Enterprise,Tier-3,4.0,1.0,0.0,2.0,45308.0,55.0,2023-01-18,Built ML pipeline for preprocessing,2023.0,1.0,1.0
31.0,Male,B.Sc,10.0,Senior,SME,Tier-3,7.0,1.0,0.0,7.0,125224.0,45.0,2024-01-18,Experience in data cleaning and ETL,2024.0,1.0,2.0
25.0,Female,M.Sc,2.0,Junior,Startup,Tier-1,2.0,1.0,0.0,6.0,49884.0,73.0,2024-07-24,No relevant project mentioned,2024.0,7.0,0.0
21.0,Male,M.Sc,1.0,Mid,SME,Remote,6.0,0.0,1.0,0.0,56345.0,79.0,2024-09-12,Worked on microservices deployment,2024.0,9.0,1.0
26.0,Male,B.Sc,4.0,Junior,SME,Tier-2,7.0,1.0,0.0,0.0,71365.0,71.0,2024-10-04,Contributed to open-source NLP repo,2024.0,10.0,0.0
24.0,Male,B.Sc,2.4,Junior,SME,Tier-2,5.0,4.0,1.0,6.0,63326.0,51.0,2024-06-25,Built ML pipeline for preprocessing,2024.0,6.0,0.0
40.0,Male,M.Sc,18.8,Senior,Startup,Tier-1,5.4,1.0,0.0,0.0,233649.0,50.0,2024-05-22,No relevant project mentioned,2024.0,5.0,2.0
35.0,Other,B.Sc+Cert,11.0,Mid,Startup,Tier-2,5.0,1.0,1.0,3.0,131380.0,70.0,2023-07-11,No relevant project mentioned,2023.0,7.0,1.0
30.0,Male,M.Sc,7.0,Mid,SME,Remote,6.0,1.0,0.0,2.0,124659.0,52.0,2023-07-17,Built ML pipeline for preprocessing,2023.0,7.0,1.0
39.0,Male,B.Sc+Cert,18.0,Mid,Enterprise,Tier-1,3.0,0.0,0.0,2.0,211269.0,59.0,2023-08-30,No relevant project mentioned,2023.0,8.0,1.0
30.0,Male,M.Sc,7.0,Mid,Enterprise,Tier-1,5.0,2.0,0.0,2.0,134437.0,44.0,2023-04-01,No relevant project mentioned,2023.0,4.0,1.0
25.0,Female,M.Sc,1.0,Junior,Enterprise,Tier-1,5.0,1.0,1.0,2.0,73940.0,56.0,2023-01-02,Contributed to open-source NLP repo,2023.0,1.0,0.0
39.0,Male,B.Sc,12.0,Mid,Enterprise,Tier-1,5.2,1.0,1.0,4.0,151958.0,60.0,2024-08-31,Built ML pipeline for preprocessing,2024.0,8.0,1.0
33.0,Male,M.Sc,11.0,Mid,Startup,Tier-1,7.0,3.0,1.0,0.0,153576.0,47.0,2024-04-09,Worked on microservices deployment,2024.0,4.0,1.0
24.0,Female,M.Sc,0.0,Senior,Enterprise,Tier-1,5.0,1.0,0.0,1.0,103717.0,64.0,2023-10-12,Contributed to open-source NLP repo,2023.0,10.0,2.0
29.0,Female,M.Sc,4.0,Junior,SME,Remote,6.0,0.0,0.0,1.0,77780.0,54.0,2023-01-04,Worked on microservices deployment,2023.0,1.0,0.0
25.0,Male,B.Sc,6.0,Junior,Enterprise,Tier-3,3.0,0.0,0.0,0.0,75591.0,70.0,2023-08-26,No relevant project mentioned,2023.0,8.0,0.0
22.0,Male,B.Sc,0.0,Mid,SME,Tier-1,5.0,1.0,0.0,1.2,49477.0,56.0,2024-07-05,Contributed to open-source NLP repo,2024.0,7.0,1.0
36.0,Male,B.Sc,11.0,Senior,Enterprise,Tier-3,4.0,1.0,0.0,2.2,137559.0,65.0,2024-03-14,Built ML pipeline for preprocessing,2024.0,3.0,2.0
41.0,Male,B.Sc,18.0,Mid,SME,Tier-1,2.0,0.0,1.0,0.0,194747.0,63.0,2024-01-25,Built ML pipeline for preprocessing,2024.0,1.0,1.0
22.0,Male,B.Sc,4.0,Mid,Startup,Tier-2,5.0,2.0,0.0,6.0,67831.0,58.0,2023-11-25,Contributed to open-source NLP repo,2023.0,11.0,1.0
33.0,Male,M.Eng,10.0,Lead,SME,Tier-1,6.0,0.0,1.0,2.0,197931.0,66.0,2023-08-29,Built ML pipeline for preprocessing,2023.0,8.0,3.0
26.0,Male,B.Sc,0.0,Lead,Startup,Tier-1,3.0,0.0,0.0,2.0,56662.0,39.0,2024-09-06,No relevant project mentioned,2024.0,9.0,3.0
27.0,Male,B.Sc,5.0,Mid,Enterprise,Remote,5.2,3.0,0.0,3.0,103627.0,59.0,2024-05-09,Built ML pipeline for preprocessing,2024.0,5.0,1.0
26.0,Male,B.Sc,4.0,Mid,SME,Tier-1,6.0,3.0,0.0,3.0,95773.0,67.0,2023-03-02,Built ML pipeline for preprocessing,2023.0,3.0,1.0
25.0,Female,M.Sc,3.0,Junior,SME,Tier-3,4.0,2.0,0.0,2.0,69482.0,65.0,2023-03-03,Built ML pipeline for preprocessing,2023.0,3.0,0.0
30.0,Male,B.Sc,8.0,Senior,Enterprise,Tier-2,5.0,1.0,1.0,1.0,130274.0,58.0,2024-03-27,Built ML pipeline for preprocessing,2024.0,3.0,2.0
25.0,Male,B.Sc,1.0,Mid,SME,Tier-1,3.0,3.0,1.0,1.0,67603.0,60.0,2023-10-04,Contributed to open-source NLP repo,2023.0,10.0,1.0
32.0,Male,M.Sc,13.0,Lead,SME,Tier-3,3.0,1.0,1.0,0.0,177239.0,77.0,2023-06-08,Contributed to open-source NLP repo,2023.0,6.0,3.0
30.0,Female,B.Sc,3.0,Junior,Startup,Tier-2,4.0,0.0,1.0,5.0,58167.0,68.0,2023-08-27,Built ML pipeline for preprocessing,2023.0,8.0,0.0
29.0,Male,B.Sc+Cert,4.0,Mid,SME,Tier-1,3.0,1.0,0.0,3.0,83962.0,55.0,2023-02-12,Contributed to open-source NLP repo,2023.0,2.0,1.0
25.0,Male,B.Sc+Cert,0.0,Mid,Enterprise,Tier-1,5.0,2.0,0.0,2.0,72806.0,75.0,2024-02-17,Contributed to open-source NLP repo,2024.0,2.0,1.0
27.0,Male,B.Sc,6.0,Mid,Enterprise,Tier-1,7.0,2.0,1.0,1.0,97494.0,46.0,2024-03-14,Contributed to open-source NLP repo,2024.0,3.0,1.0
35.0,Male,B.Sc,14.0,Junior,Enterprise,Remote,5.0,0.0,0.0,2.0,167728.0,70.0,2023-11-10,Contributed to open-source NLP repo,2023.0,11.0,0.0
33.0,Male,M.Sc,9.0,Mid,Startup,Tier-2,6.0,3.0,0.0,2.0,123556.0,52.0,2023-06-01,Worked on microservices deployment,2023.0,6.0,1.0
24.0,Male,B.Sc,0.0,Senior,Startup,Tier-1,1.0,0.0,0.0,1.0,46058.0,64.6,2023-03-21,Contributed to open-source NLP repo,2023.0,3.0,2.0
31.0,Male,B.Sc,6.8,Mid,Startup,Remote,4.8,1.0,0.0,1.0,111240.0,77.0,2023-05-17,No relevant project mentioned,2023.0,5.0,1.0
35.0,Female,B.Sc,14.0,Junior,Enterprise,Tier-1,7.0,3.0,1.0,5.0,190681.0,65.0,2024-12-25,Built ML pipeline for preprocessing,2024.0,12.0,0.0
20.0,Male,B.Sc+Cert,0.0,Mid,Startup,Tier-1,10.0,1.0,0.0,2.0,49867.0,66.0,2024-03-25,No relevant project mentioned,2024.0,3.0,1.0
33.0,Male,B.Sc,10.0,Junior,Startup,Tier-1,4.0,1.0,0.0,0.0,106517.0,59.0,2024-01-21,Contributed to open-source NLP repo,2024.0,1.0,0.0
26.0,Female,M.Sc,3.0,Junior,SME,Tier-2,6.0,0.0,0.0,1.0,56943.0,54.6,2024-11-07,Built ML pipeline for preprocessing,2024.0,11.0,0.0
33.0,Male,M.Sc,11.0,Mid,SME,Tier-1,6.0,1.0,0.0,1.0,142891.0,68.0,2024-01-18,Worked on microservices deployment,2024.0,1.0,1.0
25.0,Male,B.Sc,1.0,Senior,Enterprise,Tier-2,6.0,2.0,1.0,3.0,72279.0,61.0,2023-06-14,Built ML pipeline for preprocessing,2023.0,6.0,2.0
20.0,Male,B.Sc,0.0,Mid,SME,Remote,8.0,1.0,0.0,3.0,49774.0,52.0,2024-12-09,No relevant project mentioned,2024.0,12.0,1.0
20.0,Male,PhD,0.0,Mid,SME,Tier-1,4.0,1.0,0.0,1.0,76941.0,57.0,2023-10-29,Built ML pipeline for preprocessing,2023.0,10.0,1.0
30.0,Female,B.Sc,6.0,Junior,SME,Tier-1,9.0,2.0,0.0,6.0,85529.0,49.0,2023-02-17,No relevant project mentioned,2023.0,2.0,0.0
32.0,Female,M.Sc,7.0,Mid,Enterprise,Tier-1,3.0,1.2,0.0,5.0,135882.0,60.0,2023-05-07,Contributed to open-source NLP repo,2023.0,5.0,1.0
25.0,Male,B.Sc,0.0,Junior,SME,Tier-2,7.0,1.2,0.0,5.0,37528.0,66.0,2024-01-03,Built ML pipeline for preprocessing,2024.0,1.0,0.0
34.0,Male,B.Sc,12.0,Lead,SME,Remote,6.0,1.0,1.0,1.0,177331.0,69.0,2024-10-09,Built ML pipeline for preprocessing,2024.0,10.0,3.0
20.0,Female,B.Sc,1.0,Senior,SME,Tier-1,3.4,0.0,0.0,2.4,59795.0,46.0,2023-02-01,Built ML pipeline for preprocessing,2023.0,2.0,2.0
30.0,Female,B.Sc,8.0,Mid,Startup,Tier-1,4.0,1.0,0.0,1.0,123667.0,66.0,2024-05-21,Contributed to open-source NLP repo,2024.0,5.0,1.0
23.0,Female,B.Sc,1.0,Mid,Enterprise,Tier-1,5.0,1.0,1.0,1.0,77306.0,54.0,2024-09-04,Worked on microservices deployment,2024.0,9.0,1.0
26.0,Male,M.Eng,5.0,Senior,Startup,Tier-1,3.0,1.0,1.0,5.0,100737.0,52.0,2023-03-18,Built ML pipeline for preprocessing,2023.0,3.0,2.0
30.0,Male,B.Sc,7.0,Mid,Enterprise,Tier-2,6.0,2.0,0.0,0.0,96037.0,55.0,2024-12-07,Experience in data cleaning and ETL,2024.0,12.0,1.0
25.0,Female,B.Sc,1.0,Junior,Startup,Tier-1,4.0,0.0,0.0,4.0,38154.0,54.0,2023-07-20,Worked on microservices deployment,2023.0,7.0,0.0
28.0,Male,B.Sc,5.0,Junior,Enterprise,Tier-1,3.0,1.0,0.0,2.0,88215.0,69.0,2023-03-09,No relevant project mentioned,2023.0,3.0,0.0
36.0,Male,M.Sc,9.0,Mid,Enterprise,Tier-2,1.0,2.0,0.0,0.0,148322.0,56.0,2023-01-28,Contributed to open-source NLP repo,2023.0,1.0,1.0
27.0,Male,B.Sc,4.0,Senior,SME,Tier-1,2.0,1.0,0.0,2.0,88443.0,56.0,2024-02-04,Worked on microservices deployment,2024.0,2.0,2.0
35.0,Male,M.Sc,5.8,Junior,SME,Tier-2,4.0,2.0,0.0,0.0,100837.0,44.0,2023-02-26,Experience in data cleaning and ETL,2023.0,2.0,0.0
23.0,Male,B.Sc,1.0,Junior,SME,Tier-1,5.0,1.0,0.0,0.0,50738.0,49.0,2023-07-22,Built ML pipeline for preprocessing,2023.0,7.0,0.0
33.0,Male,B.Sc,6.8,Mid,SME,Remote,8.0,0.0,1.0,4.0,111238.0,51.0,2024-07-20,Contributed to open-source NLP repo,2024.0,7.0,1.0
39.0,Female,B.Sc,15.0,Senior,Startup,Tier-1,2.6,0.0,1.0,3.0,181751.0,59.6,2023-03-24,Built ML pipeline for preprocessing,2023.0,3.0,2.0
20.0,Male,M.Eng,0.0,Junior,SME,Remote,2.0,2.0,0.0,0.0,46279.0,55.2,2024-09-09,Contributed to open-source NLP repo,2024.0,9.0,0.0
25.0,Female,B.Sc,0.0,Junior,Enterprise,Tier-1,3.8,1.4,0.0,6.0,43433.0,49.0,2023-09-08,Contributed to open-source NLP repo,2023.0,9.0,0.0
33.0,Male,B.Sc,7.0,Mid,Startup,Tier-3,3.0,1.2,0.0,0.0,91963.0,52.0,2023-12-08,Built ML pipeline for preprocessing,2023.0,12.0,1.0
29.0,Male,B.Sc,4.0,Mid,Enterprise,Tier-1,5.0,1.0,0.0,1.0,99047.0,49.0,2024-02-27,No relevant project mentioned,2024.0,2.0,1.0
32.0,Female,M.Eng,7.0,Junior,SME,Tier-2,6.0,0.0,0.0,0.0,100526.0,61.0,2024-03-14,Worked on microservices deployment,2024.0,3.0,0.0
26.0,Male,B.Sc,0.2,Junior,SME,Tier-1,6.0,1.0,1.0,0.0,44523.0,73.0,2024-02-18,Built ML pipeline for preprocessing,2024.0,2.0,0.0
31.0,Male,B.Sc,8.0,Mid,Enterprise,Tier-2,4.0,1.0,0.0,0.0,111385.0,53.0,2023-05-13,Built ML pipeline for preprocessing,2023.0,5.0,1.0
29.0,Male,B.Sc,8.0,Mid,SME,Tier-2,5.0,2.0,0.0,4.0,115795.0,62.0,2024-03-04,Built ML pipeline for preprocessing,2024.0,3.0,1.0
37.0,Male,B.Sc,15.0,Lead,SME,Tier-2,4.0,0.0,0.0,7.0,168607.0,62.0,2024-12-04,Contributed to open-source NLP repo,2024.0,12.0,3.0
32.0,Female,M.Sc,9.0,Mid,Enterprise,Tier-2,5.0,0.0,1.0,5.0,134251.0,53.0,2024-06-27,Worked on microservices deployment,2024.0,6.0,1.0
32.0,Female,M.Sc,6.0,Junior,Enterprise,Tier-1,5.4,2.0,1.0,2.0,118667.0,64.0,2024-09-01,Contributed to open-source NLP repo,2024.0,9.0,0.0
28.0,Male,B.Sc,6.0,Mid,Startup,Tier-1,5.0,1.0,1.0,3.0,97114.0,52.0,2023-09-25,Worked on microservices deployment,2023.0,9.0,1.0
27.0,Male,B.Sc,5.0,Mid,SME,Tier-2,9.0,1.0,0.0,2.0,84250.0,44.0,2023-04-17,Built ML pipeline for preprocessing,2023.0,4.0,1.0
27.0,Male,B.Sc,4.0,Junior,SME,Tier-1,3.8,1.0,1.0,1.0,77903.0,42.0,2023-03-07,Experience in data cleaning and ETL,2023.0,3.0,0.0
32.0,Female,B.Sc,13.0,Senior,Startup,Tier-1,8.0,0.0,1.0,3.0,169181.0,62.8,2023-02-21,Experience in data cleaning and ETL,2023.0,2.0,2.0
27.0,Male,B.Sc,5.0,Senior,Startup,Tier-1,2.0,0.0,0.0,7.0,83395.0,72.0,2024-12-11,Experience in data cleaning and ETL,2024.0,12.0,2.0
32.0,Male,M.Sc,8.0,Junior,SME,Tier-1,3.0,1.0,0.0,2.6,106113.0,55.0,2023-10-15,Contributed to open-source NLP repo,2023.0,10.0,0.0
42.0,Male,B.Sc+Cert,19.0,Junior,SME,Tier-2,2.0,0.0,1.0,1.0,188976.0,55.6,2023-08-20,Contributed to open-source NLP repo,2023.0,8.0,0.0
35.0,Male,PhD,17.6,Junior,Enterprise,Tier-2,2.0,0.0,1.0,1.0,190110.0,61.0,2023-06-12,No relevant project mentioned,2023.0,6.0,0.0
28.0,Male,B.Sc+Cert,5.0,Junior,Enterprise,Remote,4.0,2.0,1.0,1.0,100494.0,66.0,2023-08-29,Worked on microservices deployment,2023.0,8.0,0.0
37.0,Female,M.Sc,11.0,Mid,SME,Tier-1,4.0,1.0,0.0,2.0,159960.0,55.0,2024-01-25,Experience in data cleaning and ETL,2024.0,1.0,1.0
28.0,Male,M.Sc,4.0,Mid,Startup,Remote,7.0,1.0,1.0,2.0,82002.0,64.0,2023-01-22,Contributed to open-source NLP repo,2023.0,1.0,1.0
20.0,Male,B.Sc,2.0,Lead,Startup,Tier-2,4.0,0.0,0.0,0.0,67090.0,55.8,2024-12-29,Built ML pipeline for preprocessing,2024.0,12.0,3.0
24.0,Female,M.Sc,0.0,Junior,SME,Remote,7.0,1.0,0.0,1.0,55462.0,71.0,2024-11-17,No relevant project mentioned,2024.0,11.0,0.0
20.0,Female,B.Sc,0.0,Mid,SME,Tier-3,7.0,0.0,1.0,2.0,39428.0,51.0,2024-05-07,Built ML pipeline for preprocessing,2024.0,5.0,1.0
28.0,Male,B.Sc,2.0,Senior,Startup,Tier-2,8.0,0.0,1.0,2.0,66958.0,53.8,2024-11-14,Experience in data cleaning and ETL,2024.0,11.0,2.0
30.0,Male,M.Sc,7.0,Mid,SME,Tier-1,5.0,0.0,1.0,5.0,113743.0,41.0,2024-06-04,Built ML pipeline for preprocessing,2024.0,6.0,1.0
40.0,Male,B.Sc,14.0,Junior,Enterprise,Tier-1,5.0,0.0,1.0,1.0,163300.0,53.6,2023-12-28,Contributed to open-source NLP repo,2023.0,12.0,0.0
32.0,Male,B.Sc,7.6,Junior,Enterprise,Tier-1,2.0,2.0,1.0,0.8,101370.0,55.6,2023-02-28,Built ML pipeline for preprocessing,2023.0,2.0,0.0
29.0,Male,B.Sc+Cert,1.2,Junior,Enterprise,Remote,3.0,0.0,0.0,1.0,61212.0,76.0,2024-04-29,Built ML pipeline for preprocessing,2024.0,4.0,0.0
35.0,Male,B.Sc,16.4,Lead,SME,Remote,2.0,0.0,1.0,0.0,192614.0,52.0,2024-09-20,Built ML pipeline for preprocessing,2024.0,9.0,3.0
20.0,Male,B.Sc,0.0,Senior,Startup,Tier-3,4.0,2.0,1.0,1.0,43181.0,58.4,2023-04-11,Experience in data cleaning and ETL,2023.0,4.0,2.0
31.0,Female,B.Sc+Cert,9.0,Senior,Startup,Remote,5.0,1.0,0.0,1.0,122506.0,52.0,2023-12-06,Contributed to open-source NLP repo,2023.0,12.0,2.0
35.0,Male,M.Sc,12.0,Senior,Enterprise,Remote,2.8,0.0,0.0,3.0,189574.0,65.0,2024-04-30,Contributed to open-source NLP repo,2024.0,4.0,2.0
21.0,Male,B.Sc,0.0,Mid,SME,Tier-2,4.0,1.0,0.0,1.0,35792.0,65.0,2024-11-19,Contributed to open-source NLP repo,2024.0,11.0,1.0
37.0,Male,B.Sc,17.0,Senior,SME,Tier-2,5.0,0.0,1.0,5.0,184591.0,73.0,2023-01-16,Contributed to open-source NLP repo,2023.0,1.0,2.0
32.0,Female,B.Sc,8.0,Lead,Startup,Tier-2,8.0,1.0,1.0,1.0,120501.0,61.0,2024-05-12,Contributed to open-source NLP repo,2024.0,5.0,3.0
28.0,Female,B.Sc+Cert,5.0,Mid,SME,Tier-2,6.0,1.0,1.0,0.0,89322.0,52.0,2023-05-01,Built ML pipeline for preprocessing,2023.0,5.0,1.0
34.0,Female,M.Sc,12.0,Junior,Startup,Tier-1,6.0,1.0,0.0,0.0,138147.0,71.0,2023-08-02,Worked on microservices deployment,2023.0,8.0,0.0
44.0,Female,B.Sc,22.0,Mid,Startup,Tier-2,4.6,0.0,1.0,2.2,249467.0,64.0,2023-11-26,Worked on microservices deployment,2023.0,11.0,1.0
31.0,Female,B.Sc,8.0,Junior,SME,Tier-2,5.0,1.0,1.0,1.0,93667.0,51.0,2023-03-25,Contributed to open-source NLP repo,2023.0,3.0,0.0
31.0,Male,B.Sc,10.0,Junior,SME,Tier-2,4.0,2.0,0.0,1.0,115155.0,63.4,2023-06-30,No relevant project mentioned,2023.0,6.0,0.0
27.0,Male,B.Sc+Cert,2.0,Senior,Startup,Remote,4.0,4.0,1.0,0.0,96066.0,54.0,2024-01-21,Contributed to open-source NLP repo,2024.0,1.0,2.0
25.0,Male,B.Sc,1.0,Senior,Startup,Tier-1,1.0,1.0,0.0,3.0,61674.0,50.0,2023-11-19,Experience in data cleaning and ETL,2023.0,11.0,2.0
35.0,Female,M.Sc,10.0,Junior,Enterprise,Tier-1,8.0,2.0,1.0,3.0,150723.0,65.0,2024-07-07,Built ML pipeline for preprocessing,2024.0,7.0,0.0
25.0,Female,B.Sc,0.0,Mid,SME,Tier-3,4.8,2.0,1.0,1.0,43761.0,57.0,2024-03-23,Built ML pipeline for preprocessing,2024.0,3.0,1.0
30.0,Male,M.Sc,8.0,Senior,SME,Tier-2,7.0,1.0,1.0,3.0,142590.0,73.0,2023-03-14,No relevant project mentioned,2023.0,3.0,2.0
27.0,Male,B.Sc+Cert,3.0,Mid,SME,Tier-1,7.0,0.0,0.0,1.0,73344.0,52.0,2023-09-12,Experience in data cleaning and ETL,2023.0,9.0,1.0
33.0,Male,M.Sc,11.0,Mid,Enterprise,Tier-2,2.0,1.0,0.0,0.0,129807.0,67.0,2024-11-30,Contributed to open-source NLP repo,2024.0,11.0,1.0
32.0,Female,B.Sc,9.0,Mid,Startup,Tier-2,5.0,0.0,1.0,3.0,110448.0,60.0,2023-10-17,Built ML pipeline for preprocessing,2023.0,10.0,1.0
36.0,Male,M.Sc,14.0,Senior,Startup,Remote,6.0,1.0,0.0,6.0,169683.0,62.0,2024-05-14,Experience in data cleaning and ETL,2024.0,5.0,2.0
27.0,Male,M.Sc,7.0,Senior,SME,Tier-2,6.0,0.0,0.0,2.0,143654.0,60.0,2024-08-30,No relevant project mentioned,2024.0,8.0,2.0
28.0,Male,B.Sc,6.0,Mid,Startup,Tier-1,1.0,0.0,0.0,1.0,93264.0,57.0,2024-08-10,Contributed to open-source NLP repo,2024.0,8.0,1.0
24.0,Male,B.Sc+Cert,3.0,Junior,SME,Tier-2,5.0,0.0,0.0,1.0,64324.0,57.2,2023-01-02,No relevant project mentioned,2023.0,1.0,0.0
27.0,Female,M.Sc,3.0,Senior,SME,Remote,7.0,0.0,1.0,6.0,82417.0,49.0,2024-01-18,Built ML pipeline for preprocessing,2024.0,1.0,2.0
32.0,Male,B.Sc+Cert,12.0,Junior,Enterprise,Tier-2,5.0,1.0,1.0,1.0,136536.0,55.0,2024-11-20,Built ML pipeline for preprocessing,2024.0,11.0,0.0
35.0,Female,M.Sc,9.0,Mid,Enterprise,Tier-3,4.0,2.0,0.0,3.0,126325.0,63.0,2023-04-22,Contributed to open-source NLP repo,2023.0,4.0,1.0
24.0,Male,B.Sc,0.0,Junior,Enterprise,Tier-1,6.0,0.0,1.0,2.0,49130.0,60.0,2023-07-23,Worked on microservices deployment,2023.0,7.0,0.0
35.0,Male,B.Sc,17.0,Mid,Startup,Remote,3.0,1.0,0.0,2.0,165394.0,53.0,2023-01-26,Experience in data cleaning and ETL,2023.0,1.0,1.0
38.0,Male,B.Sc,19.0,Mid,Enterprise,Tier-3,2.0,2.0,0.0,0.0,189521.0,49.0,2023-04-18,Contributed to open-source NLP repo,2023.0,4.0,1.0
32.0,Female,B.Sc+Cert,5.0,Junior,Startup,Tier-3,4.6,5.0,1.0,0.0,77161.0,48.0,2024-11-07,Contributed to open-source NLP repo,2024.0,11.0,0.0
41.0,Male,M.Sc,19.6,Senior,SME,Tier-1,3.0,0.0,0.0,2.0,279619.0,60.0,2024-07-20,Built ML pipeline for preprocessing,2024.0,7.0,2.0
25.0,Male,M.Sc,2.0,Junior,Enterprise,Remote,9.0,0.0,0.0,7.0,71489.0,65.0,2023-10-01,Worked on microservices deployment,2023.0,10.0,0.0
23.0,Male,B.Sc,0.0,Senior,Startup,Tier-2,6.0,0.0,1.0,0.0,50820.0,63.0,2024-06-25,Built ML pipeline for preprocessing,2024.0,6.0,2.0
20.0,Female,B.Sc,0.0,Senior,SME,Remote,4.0,1.0,0.0,2.0,64568.0,57.2,2023-01-17,Contributed to open-source NLP repo,2023.0,1.0,2.0
39.0,Male,M.Sc,9.0,Junior,Startup,Tier-1,4.0,0.0,0.0,3.0,141004.0,60.0,2024-04-08,Worked on microservices deployment,2024.0,4.0,0.0
34.0,Female,B.Sc,10.0,Mid,Startup,Tier-1,6.0,1.0,0.0,2.0,145821.0,56.0,2023-10-25,Built ML pipeline for preprocessing,2023.0,10.0,1.0
30.0,Male,B.Sc,6.0,Junior,Enterprise,Tier-1,5.0,2.0,1.0,2.0,104941.0,56.0,2024-08-15,Experience in data cleaning and ETL,2024.0,8.0,0.0
32.0,Male,M.Sc,6.0,Senior,Startup,Tier-2,4.0,2.0,0.0,3.0,84376.0,40.0,2024-01-31,Built ML pipeline for preprocessing,2024.0,1.0,2.0
23.0,Male,B.Sc,0.0,Mid,Startup,Tier-2,6.0,0.0,0.0,2.6,39299.0,77.0,2023-01-27,Experience in data cleaning and ETL,2023.0,1.0,1.0
45.0,Male,B.Sc,22.0,Junior,SME,Tier-2,4.0,1.0,1.0,1.0,184740.0,54.0,2023-07-02,Worked on microservices deployment,2023.0,7.0,0.0
31.0,Male,B.Sc,9.0,Mid,Enterprise,Tier-2,8.0,1.0,1.0,5.0,144604.0,46.0,2024-05-30,No relevant project mentioned,2024.0,5.0,1.0
31.0,Male,B.Sc,9.0,Mid,Startup,Tier-3,4.0,0.0,0.0,2.0,108002.0,53.0,2024-11-05,Built ML pipeline for preprocessing,2024.0,11.0,1.0
34.0,Male,PhD,13.0,Senior,SME,Tier-1,1.0,1.0,0.0,3.0,182065.0,51.0,2024-03-24,Worked on microservices deployment,2024.0,3.0,2.0
33.0,Female,B.Sc,10.0,Junior,Enterprise,Tier-1,3.0,0.0,0.0,0.0,121681.0,69.0,2023-11-28,Built ML pipeline for preprocessing,2023.0,11.0,0.0
31.0,Male,B.Sc,6.0,Mid,Startup,Remote,6.0,0.0,0.0,2.0,92502.0,62.0,2024-08-06,Worked on microservices deployment,2024.0,8.0,1.0
25.0,Female,B.Sc,1.0,Junior,SME,Tier-2,6.0,2.0,1.0,0.0,46442.0,52.0,2024-03-31,Built ML pipeline for preprocessing,2024.0,3.0,0.0
33.0,Male,B.Sc,12.4,Senior,Enterprise,Tier-2,5.0,1.0,0.0,1.0,165105.0,62.0,2024-08-10,Contributed to open-source NLP repo,2024.0,8.0,2.0
41.0,Male,B.Sc,16.0,Junior,SME,Tier-2,7.0,1.0,0.0,0.0,176859.0,60.0,2024-02-24,Built ML pipeline for preprocessing,2024.0,2.0,0.0
38.0,Male,M.Sc,15.0,Mid,Enterprise,Tier-2,4.0,2.0,1.0,5.0,165140.0,72.0,2023-08-28,Built ML pipeline for preprocessing,2023.0,8.0,1.0
40.0,Male,B.Sc,18.0,Junior,Startup,Tier-1,4.4,1.0,0.0,3.0,177474.0,54.0,2024-05-26,Worked on microservices deployment,2024.0,5.0,0.0
27.0,Male,B.Sc,1.0,Mid,Enterprise,Tier-2,4.0,1.0,1.0,4.0,63224.0,56.0,2023-10-17,Experience in data cleaning and ETL,2023.0,10.0,1.0
24.0,Male,B.Sc,0.0,Senior,Enterprise,Remote,6.0,1.0,0.0,1.0,68400.0,63.0,2024-03-14,Built ML pipeline for preprocessing,2024.0,3.0,2.0
29.0,Male,M.Eng,6.6,Senior,Startup,Tier-2,5.0,1.0,0.0,5.0,123619.0,53.0,2024-06-06,Worked on microservices deployment,2024.0,6.0,2.0
30.0,Male,B.Sc+Cert,11.6,Senior,Startup,Tier-1,5.0,5.0,1.0,5.0,150408.0,60.0,2024-07-24,Worked on microservices deployment,2024.0,7.0,2.0
37.0,Female,B.Sc,13.0,Mid,Enterprise,Tier-3,4.0,1.0,0.0,1.0,154283.0,66.0,2023-09-16,Built ML pipeline for preprocessing,2023.0,9.0,1.0
20.0,Female,B.Sc,0.0,Senior,SME,Tier-1,3.0,1.0,0.0,1.0,61139.0,61.0,2024-12-14,Built ML pipeline for preprocessing,2024.0,12.0,2.0
39.0,Male,B.Sc+Cert,17.0,Mid,SME,Tier-1,6.0,2.0,1.0,2.0,182091.0,74.0,2023-09-25,Built ML pipeline for preprocessing,2023.0,9.0,1.0
29.0,Male,B.Sc,4.0,Senior,SME,Remote,2.0,3.0,0.0,0.0,100303.0,68.0,2023-04-23,Experience in data cleaning and ETL,2023.0,4.0,2.0
27.0,Male,M.Eng,7.0,Mid,Enterprise,Tier-1,5.0,1.0,0.0,7.0,157104.0,58.2,2024-08-07,Built ML pipeline for preprocessing,2024.0,8.0,1.0
24.0,Male,B.Sc,0.0,Mid,Enterprise,Remote,2.2,1.0,1.0,1.0,62090.0,57.0,2024-02-09,Contributed to open-source NLP repo,2024.0,2.0,1.0
20.0,Male,B.Sc+Cert,0.0,Junior,Startup,Tier-2,5.0,0.0,1.0,2.0,35567.0,58.0,2024-02-06,No relevant project mentioned,2024.0,2.0,0.0
35.0,Male,M.Sc,12.0,Mid,Startup,Tier-3,8.0,0.0,1.0,3.0,147754.0,69.0,2023-08-24,Worked on microservices deployment,2023.0,8.0,1.0
