age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note,survey_year,survey_month,role_seniority_encoded,survey_day,survey_quarter,survey_day_of_week,estimated_joining_date,joining_year,joining_month,joining_day,joining_quarter,joining_day_of_week,tenure_years,tenure_months,tenure_category
20,Male,B.Sc+Cert,0.0,Mid,Startup,Tier-1,10.0,1.0,0,2.0,49867,66.0,2024-03-25,No relevant project mentioned,2024,3,1,25,1,Monday,2024-03-25 00:00:00,2024.0,3.0,25.0,1.0,Monday,2.41,29,3-5 Years
33,Male,B.Sc,10.0,Junior,Startup,Tier-1,4.0,1.0,0,0.0,106517,59.0,2024-01-21,Contributed to open-source NLP repo,2024,1,0,21,1,Sunday,2014-01-20 12:00:00,2014.0,1.0,20.0,1.0,Monday,12.59,151,11-20 Years
26,Female,M.Sc,3.0,Junior,SME,Tier-2,6.0,0.0,0,1.0,56943,,2024-11-07,Built ML pipeline for preprocessing,2024,11,0,7,4,Thursday,2021-11-07 06:00:00,2021.0,11.0,7.0,4.0,Sunday,4.79,57,3-5 Years
33,Male,M.Sc,11.0,Mid,SME,Tier-1,6.0,1.0,0,1.0,142891,68.0,2024-01-18,Worked on microservices deployment,2024,1,1,18,1,Thursday,2013-01-17 06:00:00,2013.0,1.0,17.0,1.0,Thursday,13.59,163,11-20 Years
25,Male,B.Sc,1.0,Senior,Enterprise,Tier-2,6.0,2.0,1,3.0,72279,61.0,2023-06-14,Built ML pipeline for preprocessing,2023,6,2,14,2,Wednesday,2022-06-13 18:00:00,2022.0,6.0,13.0,2.0,Monday,4.19,50,3-5 Years
20,Male,B.Sc,0.0,Mid,SME,Remote,8.0,1.0,0,3.0,49774,52.0,2024-12-09,No relevant project mentioned,2024,12,1,9,4,Monday,2024-12-09 00:00:00,2024.0,12.0,9.0,4.0,Monday,1.7,20,0-2 Years
20,Male,PhD,0.0,Mid,SME,Tier-1,4.0,1.0,0,1.0,76941,57.0,2023-10-29,Built ML pipeline for preprocessing,2023,10,1,29,4,Sunday,2023-10-29 00:00:00,2023.0,10.0,29.0,4.0,Sunday,2.82,34,3-5 Years
30,Female,B.Sc,6.0,Junior,SME,Tier-1,9.0,2.0,0,6.0,85529,49.0,2023-02-17,No relevant project mentioned,2023,2,0,17,1,Friday,2017-02-16 12:00:00,2017.0,2.0,16.0,1.0,Thursday,9.51,114,6-10 Years
32,Female,M.Sc,7.0,Mid,Enterprise,Tier-1,3.0,,0,5.0,135882,60.0,2023-05-07,Contributed to open-source NLP repo,2023,5,1,7,2,Sunday,2016-05-06 06:00:00,2016.0,5.0,6.0,2.0,Friday,10.29,123,11-20 Years
25,Male,B.Sc,0.0,Junior,SME,Tier-2,7.0,,0,5.0,37528,66.0,2024-01-03,,2024,1,0,3,1,Wednesday,2024-01-03 00:00:00,2024.0,1.0,3.0,1.0,Wednesday,2.64,32,3-5 Years
34,Male,B.Sc,12.0,Lead,SME,Remote,6.0,1.0,1,1.0,177331,69.0,2024-10-09,,2024,10,3,9,4,Wednesday,2012-10-09 00:00:00,2012.0,10.0,9.0,4.0,Tuesday,13.87,166,11-20 Years
20,Female,B.Sc,,Senior,SME,Tier-1,,0.0,0,,59795,46.0,2023-02-01,,2023,2,2,1,1,Wednesday,,,,,,,,,
30,Female,B.Sc,8.0,Mid,Startup,Tier-1,4.0,1.0,0,1.0,123667,66.0,2024-05-21,Contributed to open-source NLP repo,2024,5,1,21,2,Tuesday,2016-05-21 00:00:00,2016.0,5.0,21.0,2.0,Saturday,10.26,123,11-20 Years
23,Female,B.Sc,1.0,Mid,Enterprise,Tier-1,5.0,1.0,1,1.0,77306,54.0,2024-09-04,Worked on microservices deployment,2024,9,1,4,3,Wednesday,2023-09-04 18:00:00,2023.0,9.0,4.0,3.0,Monday,2.97,36,3-5 Years
26,Male,M.Eng,5.0,Senior,Startup,Tier-1,3.0,1.0,1,5.0,100737,52.0,2023-03-18,,2023,3,2,18,1,Saturday,2018-03-17 18:00:00,2018.0,3.0,17.0,1.0,Saturday,8.43,101,6-10 Years
30,Male,B.Sc,7.0,Mid,Enterprise,Tier-2,6.0,2.0,0,0.0,96037,55.0,2024-12-07,Experience in data cleaning and ETL,2024,12,1,7,4,Saturday,2017-12-07 06:00:00,2017.0,12.0,7.0,4.0,Thursday,8.71,105,6-10 Years
25,Female,B.Sc,1.0,Junior,Startup,Tier-1,4.0,0.0,0,4.0,38154,54.0,2023-07-20,Worked on microservices deployment,2023,7,0,20,3,Thursday,2022-07-19 18:00:00,2022.0,7.0,19.0,3.0,Tuesday,4.09,49,3-5 Years
28,Male,B.Sc,5.0,Junior,Enterprise,Tier-1,3.0,1.0,0,2.0,88215,69.0,2023-03-09,No relevant project mentioned,2023,3,0,9,1,Thursday,2018-03-08 18:00:00,2018.0,3.0,8.0,1.0,Thursday,8.46,102,6-10 Years
36,Male,M.Sc,9.0,Mid,Enterprise,Tier-2,1.0,2.0,0,0.0,148322,56.0,2023-01-28,Contributed to open-source NLP repo,2023,1,1,28,1,Saturday,2014-01-27 18:00:00,2014.0,1.0,27.0,1.0,Monday,12.57,151,11-20 Years
27,Male,B.Sc,4.0,Senior,SME,Tier-1,2.0,1.0,0,2.0,88443,56.0,2024-02-04,Worked on microservices deployment,2024,2,2,4,1,Sunday,2020-02-04 00:00:00,2020.0,2.0,4.0,1.0,Tuesday,6.55,79,6-10 Years
35,Male,M.Sc,,Junior,SME,Tier-2,4.0,2.0,0,0.0,100837,44.0,2023-02-26,Experience in data cleaning and ETL,2023,2,0,26,1,Sunday,,,,,,,,,
23,Male,B.Sc,1.0,Junior,SME,Tier-1,5.0,1.0,0,0.0,50738,49.0,2023-07-22,,2023,7,0,22,3,Saturday,2022-07-21 18:00:00,2022.0,7.0,21.0,3.0,Thursday,4.09,49,3-5 Years
33,Male,,,Mid,SME,Remote,8.0,0.0,1,4.0,111238,51.0,2024-07-20,Contributed to open-source NLP repo,2024,7,1,20,3,Saturday,,,,,,,,,
39,Female,B.Sc,15.0,Senior,Startup,Tier-1,,0.0,1,3.0,181751,,2023-03-24,Built ML pipeline for preprocessing,2023,3,2,24,1,Friday,2008-03-23 06:00:00,2008.0,3.0,23.0,1.0,Sunday,18.41,221,11-20 Years
20,Male,M.Eng,0.0,Junior,SME,Remote,2.0,2.0,0,0.0,46279,,2024-09-09,Contributed to open-source NLP repo,2024,9,0,9,3,Monday,2024-09-09 00:00:00,2024.0,9.0,9.0,3.0,Monday,1.95,23,0-2 Years
25,Female,B.Sc,,Junior,Enterprise,Tier-1,,,0,6.0,43433,49.0,2023-09-08,Contributed to open-source NLP repo,2023,9,0,8,3,Friday,,,,,,,,,
33,Male,B.Sc,7.0,Mid,Startup,Tier-3,3.0,,0,0.0,91963,52.0,2023-12-08,,2023,12,1,8,4,Friday,2016-12-07 06:00:00,2016.0,12.0,7.0,4.0,Wednesday,9.71,117,6-10 Years
29,Male,,4.0,Mid,Enterprise,Tier-1,5.0,1.0,0,1.0,99047,49.0,2024-02-27,No relevant project mentioned,2024,2,1,27,1,Tuesday,2020-02-27 00:00:00,2020.0,2.0,27.0,1.0,Thursday,6.49,78,6-10 Years
32,Female,M.Eng,7.0,Junior,SME,Tier-2,6.0,0.0,0,0.0,100526,61.0,2024-03-14,Worked on microservices deployment,2024,3,0,14,1,Thursday,2017-03-14 06:00:00,2017.0,3.0,14.0,1.0,Tuesday,9.44,113,6-10 Years
26,Male,B.Sc,,Junior,SME,Tier-1,6.0,1.0,1,0.0,44523,73.0,2024-02-18,,2024,2,0,18,1,Sunday,,,,,,,,,
31,Male,B.Sc,8.0,Mid,Enterprise,Tier-2,4.0,1.0,0,0.0,111385,53.0,2023-05-13,Built ML pipeline for preprocessing,2023,5,1,13,2,Saturday,2015-05-13 00:00:00,2015.0,5.0,13.0,2.0,Wednesday,11.28,135,11-20 Years
29,Male,B.Sc,8.0,Mid,SME,Tier-2,5.0,2.0,0,4.0,115795,62.0,2024-03-04,Built ML pipeline for preprocessing,2024,3,1,4,1,Monday,2016-03-04 00:00:00,2016.0,3.0,4.0,1.0,Friday,10.47,126,11-20 Years
37,Male,B.Sc,15.0,Lead,SME,Tier-2,4.0,0.0,0,7.0,168607,62.0,2024-12-04,Contributed to open-source NLP repo,2024,12,3,4,4,Wednesday,2009-12-04 06:00:00,2009.0,12.0,4.0,4.0,Friday,16.71,201,11-20 Years
32,Female,M.Sc,9.0,Mid,Enterprise,Tier-2,5.0,0.0,1,5.0,134251,53.0,2024-06-27,Worked on microservices deployment,2024,6,1,27,2,Thursday,2015-06-27 18:00:00,2015.0,6.0,27.0,2.0,Saturday,11.15,134,11-20 Years
32,Female,M.Sc,6.0,Junior,Enterprise,Tier-1,,2.0,1,2.0,118667,64.0,2024-09-01,Contributed to open-source NLP repo,2024,9,0,1,3,Sunday,2018-09-01 12:00:00,2018.0,9.0,1.0,3.0,Saturday,7.97,96,6-10 Years
28,Male,B.Sc,6.0,Mid,Startup,Tier-1,5.0,1.0,1,3.0,97114,52.0,2023-09-25,Worked on microservices deployment,2023,9,1,25,3,Monday,2017-09-24 12:00:00,2017.0,9.0,24.0,3.0,Sunday,8.91,107,6-10 Years
27,Male,,5.0,Mid,SME,Tier-2,9.0,1.0,0,2.0,84250,44.0,2023-04-17,Built ML pipeline for preprocessing,2023,4,1,17,2,Monday,2018-04-16 18:00:00,2018.0,4.0,16.0,2.0,Monday,8.35,100,6-10 Years
27,Male,B.Sc,4.0,Junior,SME,Tier-1,,1.0,1,1.0,77903,42.0,2023-03-07,Experience in data cleaning and ETL,2023,3,0,7,1,Tuesday,2019-03-07 00:00:00,2019.0,3.0,7.0,1.0,Thursday,7.46,90,6-10 Years
32,Female,B.Sc,13.0,Senior,Startup,Tier-1,8.0,0.0,1,3.0,169181,,2023-02-21,Experience in data cleaning and ETL,2023,2,2,21,1,Tuesday,2010-02-20 18:00:00,2010.0,2.0,20.0,1.0,Saturday,16.5,198,11-20 Years
27,Male,B.Sc,5.0,Senior,Startup,Tier-1,2.0,0.0,0,7.0,83395,72.0,2024-12-11,Experience in data cleaning and ETL,2024,12,2,11,4,Wednesday,2019-12-11 18:00:00,2019.0,12.0,11.0,4.0,Wednesday,6.7,80,6-10 Years
32,Male,M.Sc,8.0,Junior,SME,Tier-1,3.0,1.0,0,,106113,55.0,2023-10-15,Contributed to open-source NLP repo,2023,10,0,15,4,Sunday,2015-10-15 00:00:00,2015.0,10.0,15.0,4.0,Thursday,10.86,130,11-20 Years
42,Male,B.Sc+Cert,19.0,Junior,SME,Tier-2,2.0,0.0,1,1.0,188976,,2023-08-20,Contributed to open-source NLP repo,2023,8,0,20,3,Sunday,2004-08-19 06:00:00,2004.0,8.0,19.0,3.0,Thursday,22.01,264,20+ Years
35,Male,PhD,,Junior,Enterprise,Tier-2,2.0,0.0,1,1.0,190110,61.0,2023-06-12,No relevant project mentioned,2023,6,0,12,2,Monday,,,,,,,,,
28,Male,B.Sc+Cert,5.0,Junior,Enterprise,Remote,4.0,2.0,1,1.0,100494,66.0,2023-08-29,Worked on microservices deployment,2023,8,0,29,3,Tuesday,2018-08-28 18:00:00,2018.0,8.0,28.0,3.0,Tuesday,7.98,96,6-10 Years
37,Female,M.Sc,,Mid,SME,Tier-1,4.0,1.0,0,2.0,159960,55.0,2024-01-25,Experience in data cleaning and ETL,2024,1,1,25,1,Thursday,,,,,,,,,
28,Male,M.Sc,4.0,Mid,Startup,Remote,7.0,1.0,1,2.0,82002,64.0,2023-01-22,Contributed to open-source NLP repo,2023,1,1,22,1,Sunday,2019-01-22 00:00:00,2019.0,1.0,22.0,1.0,Tuesday,7.58,91,6-10 Years
20,Male,B.Sc,2.0,Lead,Startup,Tier-2,4.0,0.0,0,0.0,67090,,2024-12-29,,2024,12,3,29,4,Sunday,2022-12-29 12:00:00,2022.0,12.0,29.0,4.0,Thursday,3.65,44,3-5 Years
24,Female,M.Sc,0.0,Junior,SME,Remote,7.0,1.0,0,1.0,55462,71.0,2024-11-17,No relevant project mentioned,2024,11,0,17,4,Sunday,2024-11-17 00:00:00,2024.0,11.0,17.0,4.0,Sunday,1.76,21,0-2 Years
20,Female,B.Sc,0.0,Mid,SME,Tier-3,7.0,0.0,1,2.0,39428,51.0,2024-05-07,,2024,5,1,7,2,Tuesday,2024-05-07 00:00:00,2024.0,5.0,7.0,2.0,Tuesday,2.29,27,3-5 Years
28,Male,B.Sc,2.0,Senior,Startup,Tier-2,8.0,0.0,1,2.0,66958,,2024-11-14,Experience in data cleaning and ETL,2024,11,2,14,4,Thursday,2022-11-14 12:00:00,2022.0,11.0,14.0,4.0,Monday,3.77,45,3-5 Years
30,Male,M.Sc,7.0,Mid,SME,Tier-1,5.0,0.0,1,5.0,113743,41.0,2024-06-04,Built ML pipeline for preprocessing,2024,6,1,4,2,Tuesday,2017-06-04 06:00:00,2017.0,6.0,4.0,2.0,Sunday,9.22,111,6-10 Years
40,Male,B.Sc,14.0,Junior,Enterprise,Tier-1,5.0,0.0,1,1.0,163300,,2023-12-28,Contributed to open-source NLP repo,2023,12,0,28,4,Thursday,2009-12-27 12:00:00,2009.0,12.0,27.0,4.0,Sunday,16.65,200,11-20 Years
32,Male,,,Junior,Enterprise,Tier-1,2.0,2.0,1,,101370,,2023-02-28,Built ML pipeline for preprocessing,2023,2,0,28,1,Tuesday,,,,,,,,,
29,Male,B.Sc+Cert,,Junior,Enterprise,Remote,3.0,0.0,0,1.0,61212,76.0,2024-04-29,,2024,4,0,29,2,Monday,,,,,,,,,
35,Male,B.Sc,,Lead,SME,Remote,2.0,0.0,1,0.0,192614,52.0,2024-09-20,Built ML pipeline for preprocessing,2024,9,3,20,3,Friday,,,,,,,,,
20,Male,B.Sc,0.0,Senior,Startup,Tier-3,4.0,2.0,1,1.0,43181,,2023-04-11,Experience in data cleaning and ETL,2023,4,2,11,2,Tuesday,2023-04-11 00:00:00,2023.0,4.0,11.0,2.0,Tuesday,3.37,40,3-5 Years
31,Female,B.Sc+Cert,9.0,Senior,Startup,Remote,5.0,1.0,0,1.0,122506,52.0,2023-12-06,Contributed to open-source NLP repo,2023,12,2,6,4,Wednesday,2014-12-05 18:00:00,2014.0,12.0,5.0,4.0,Friday,11.71,141,11-20 Years
35,Male,M.Sc,12.0,Senior,Enterprise,Remote,,0.0,0,3.0,189574,65.0,2024-04-30,Contributed to open-source NLP repo,2024,4,2,30,2,Tuesday,2012-04-30 00:00:00,2012.0,4.0,30.0,2.0,Monday,14.31,172,11-20 Years
21,Male,B.Sc,0.0,Mid,SME,Tier-2,,1.0,0,1.0,35792,65.0,2024-11-19,Contributed to open-source NLP repo,2024,11,1,19,4,Tuesday,2024-11-19 00:00:00,2024.0,11.0,19.0,4.0,Tuesday,1.76,21,0-2 Years
37,Male,B.Sc,17.0,Senior,SME,Tier-2,5.0,0.0,1,5.0,184591,73.0,2023-01-16,Contributed to open-source NLP repo,2023,1,2,16,1,Monday,2006-01-15 18:00:00,2006.0,1.0,15.0,1.0,Sunday,20.6,247,20+ Years
32,Female,B.Sc,8.0,Lead,Startup,Tier-2,8.0,1.0,1,1.0,120501,61.0,2024-05-12,Contributed to open-source NLP repo,2024,5,3,12,2,Sunday,2016-05-12 00:00:00,2016.0,5.0,12.0,2.0,Thursday,10.28,123,11-20 Years
28,Female,B.Sc+Cert,5.0,Mid,SME,Tier-2,6.0,1.0,1,0.0,89322,52.0,2023-05-01,,2023,5,1,1,2,Monday,2018-04-30 18:00:00,2018.0,4.0,30.0,2.0,Monday,8.31,100,6-10 Years
34,Female,M.Sc,12.0,Junior,Startup,Tier-1,6.0,1.0,0,0.0,138147,71.0,2023-08-02,Worked on microservices deployment,2023,8,0,2,3,Wednesday,2011-08-02 00:00:00,2011.0,8.0,2.0,3.0,Tuesday,15.06,181,11-20 Years
44,Female,B.Sc,22.0,Mid,Startup,Tier-2,,0.0,1,,249467,64.0,2023-11-26,Worked on microservices deployment,2023,11,1,26,4,Sunday,2001-11-25 12:00:00,2001.0,11.0,25.0,4.0,Sunday,24.74,297,20+ Years
31,Female,B.Sc,8.0,Junior,SME,Tier-2,5.0,1.0,1,1.0,93667,51.0,2023-03-25,Contributed to open-source NLP repo,2023,3,0,25,1,Saturday,2015-03-25 00:00:00,2015.0,3.0,25.0,1.0,Wednesday,11.41,137,11-20 Years
31,Male,B.Sc,10.0,Junior,SME,Tier-2,4.0,2.0,0,1.0,115155,,2023-06-30,No relevant project mentioned,2023,6,0,30,2,Friday,2013-06-29 12:00:00,2013.0,6.0,29.0,2.0,Saturday,13.15,158,11-20 Years
27,Male,B.Sc+Cert,2.0,Senior,Startup,Remote,4.0,4.0,1,0.0,96066,,2024-01-21,Contributed to open-source NLP repo,2024,1,2,21,1,Sunday,2022-01-20 12:00:00,2022.0,1.0,20.0,1.0,Thursday,4.59,55,3-5 Years
25,Male,B.Sc,1.0,Senior,Startup,Tier-1,1.0,1.0,0,3.0,61674,50.0,2023-11-19,Experience in data cleaning and ETL,2023,11,2,19,4,Sunday,2022-11-18 18:00:00,2022.0,11.0,18.0,4.0,Friday,3.76,45,3-5 Years
35,Female,M.Sc,10.0,Junior,Enterprise,Tier-1,8.0,2.0,1,3.0,150723,65.0,2024-07-07,,2024,7,0,7,3,Sunday,2014-07-07 12:00:00,2014.0,7.0,7.0,3.0,Monday,12.13,146,11-20 Years
25,Female,B.Sc,0.0,Mid,SME,Tier-3,,2.0,1,1.0,43761,57.0,2024-03-23,,2024,3,1,23,1,Saturday,2024-03-23 00:00:00,2024.0,3.0,23.0,1.0,Saturday,2.42,29,3-5 Years
30,Male,M.Sc,8.0,Senior,SME,Tier-2,7.0,1.0,1,3.0,142590,73.0,2023-03-14,No relevant project mentioned,2023,3,2,14,1,Tuesday,2015-03-14 00:00:00,2015.0,3.0,14.0,1.0,Saturday,11.44,137,11-20 Years
27,Male,B.Sc+Cert,3.0,Mid,SME,Tier-1,7.0,0.0,0,1.0,73344,52.0,2023-09-12,Experience in data cleaning and ETL,2023,9,1,12,3,Tuesday,2020-09-11 06:00:00,2020.0,9.0,11.0,3.0,Friday,5.94,71,6-10 Years
33,Male,M.Sc,11.0,Mid,Enterprise,Tier-2,2.0,1.0,0,0.0,129807,67.0,2024-11-30,Contributed to open-source NLP repo,2024,11,1,30,4,Saturday,2013-11-30 06:00:00,2013.0,11.0,30.0,4.0,Saturday,12.73,153,11-20 Years
32,Female,B.Sc,9.0,Mid,Startup,Tier-2,5.0,0.0,1,3.0,110448,60.0,2023-10-17,Built ML pipeline for preprocessing,2023,10,1,17,4,Tuesday,2014-10-16 18:00:00,2014.0,10.0,16.0,4.0,Thursday,11.85,142,11-20 Years
36,Male,M.Sc,14.0,Senior,Startup,Remote,6.0,1.0,0,6.0,169683,62.0,2024-05-14,Experience in data cleaning and ETL,2024,5,2,14,2,Tuesday,2010-05-14 12:00:00,2010.0,5.0,14.0,2.0,Friday,16.27,195,11-20 Years
27,Male,M.Sc,7.0,Senior,SME,Tier-2,6.0,0.0,0,2.0,143654,60.0,2024-08-30,No relevant project mentioned,2024,8,2,30,3,Friday,2017-08-30 06:00:00,2017.0,8.0,30.0,3.0,Wednesday,8.98,108,6-10 Years
28,Male,B.Sc,6.0,Mid,Startup,Tier-1,1.0,0.0,0,1.0,93264,57.0,2024-08-10,Contributed to open-source NLP repo,2024,8,1,10,3,Saturday,2018-08-10 12:00:00,2018.0,8.0,10.0,3.0,Friday,8.03,96,6-10 Years
24,Male,B.Sc+Cert,3.0,Junior,SME,Tier-2,5.0,0.0,0,1.0,64324,,2023-01-02,No relevant project mentioned,2023,1,0,2,1,Monday,2020-01-02 06:00:00,2020.0,1.0,2.0,1.0,Thursday,6.64,80,6-10 Years
27,Female,M.Sc,3.0,Senior,SME,Remote,7.0,0.0,1,6.0,82417,49.0,2024-01-18,Built ML pipeline for preprocessing,2024,1,2,18,1,Thursday,2021-01-17 06:00:00,2021.0,1.0,17.0,1.0,Sunday,5.59,67,6-10 Years
32,Male,B.Sc+Cert,12.0,Junior,Enterprise,Tier-2,5.0,1.0,1,1.0,136536,55.0,2024-11-20,,2024,11,0,20,4,Wednesday,2012-11-20 00:00:00,2012.0,11.0,20.0,4.0,Tuesday,13.75,165,11-20 Years
35,Female,M.Sc,9.0,Mid,Enterprise,Tier-3,4.0,2.0,0,3.0,126325,63.0,2023-04-22,Contributed to open-source NLP repo,2023,4,1,22,2,Saturday,2014-04-21 18:00:00,2014.0,4.0,21.0,2.0,Monday,12.34,148,11-20 Years
24,Male,B.Sc,0.0,Junior,Enterprise,Tier-1,6.0,0.0,1,2.0,49130,60.0,2023-07-23,Worked on microservices deployment,2023,7,0,23,3,Sunday,2023-07-23 00:00:00,2023.0,7.0,23.0,3.0,Sunday,3.09,37,3-5 Years
35,Male,B.Sc,17.0,Mid,Startup,Remote,3.0,1.0,0,2.0,165394,53.0,2023-01-26,Experience in data cleaning and ETL,2023,1,1,26,1,Thursday,2006-01-25 18:00:00,2006.0,1.0,25.0,1.0,Wednesday,20.57,247,20+ Years
38,Male,B.Sc,19.0,Mid,Enterprise,Tier-3,2.0,2.0,0,0.0,189521,49.0,2023-04-18,Contributed to open-source NLP repo,2023,4,1,18,2,Tuesday,2004-04-17 06:00:00,2004.0,4.0,17.0,2.0,Saturday,22.35,268,20+ Years
32,Female,B.Sc+Cert,5.0,Junior,Startup,Tier-3,,5.0,1,0.0,77161,48.0,2024-11-07,Contributed to open-source NLP repo,2024,11,0,7,4,Thursday,2019-11-07 18:00:00,2019.0,11.0,7.0,4.0,Thursday,6.79,81,6-10 Years
41,Male,M.Sc,,Senior,SME,Tier-1,3.0,0.0,0,2.0,279619,60.0,2024-07-20,Built ML pipeline for preprocessing,2024,7,2,20,3,Saturday,,,,,,,,,
25,Male,M.Sc,2.0,Junior,Enterprise,Remote,9.0,0.0,0,7.0,71489,65.0,2023-10-01,Worked on microservices deployment,2023,10,0,1,4,Sunday,2021-09-30 12:00:00,2021.0,9.0,30.0,3.0,Thursday,4.89,59,3-5 Years
23,Male,B.Sc,0.0,Senior,Startup,Tier-2,6.0,0.0,1,0.0,50820,63.0,2024-06-25,Built ML pipeline for preprocessing,2024,6,2,25,2,Tuesday,2024-06-25 00:00:00,2024.0,6.0,25.0,2.0,Tuesday,2.16,26,3-5 Years
20,Female,B.Sc,0.0,Senior,SME,Remote,4.0,1.0,0,2.0,64568,,2023-01-17,Contributed to open-source NLP repo,2023,1,2,17,1,Tuesday,2023-01-17 00:00:00,2023.0,1.0,17.0,1.0,Tuesday,3.6,43,3-5 Years
39,Male,M.Sc,,Junior,Startup,Tier-1,4.0,0.0,0,3.0,141004,60.0,2024-04-08,Worked on microservices deployment,2024,4,0,8,2,Monday,,,,,,,,,
34,Female,B.Sc,10.0,Mid,Startup,Tier-1,6.0,1.0,0,2.0,145821,56.0,2023-10-25,Built ML pipeline for preprocessing,2023,10,1,25,4,Wednesday,2013-10-24 12:00:00,2013.0,10.0,24.0,4.0,Thursday,12.83,154,11-20 Years
30,Male,B.Sc,6.0,Junior,Enterprise,Tier-1,5.0,2.0,1,2.0,104941,56.0,2024-08-15,Experience in data cleaning and ETL,2024,8,0,15,3,Thursday,2018-08-15 12:00:00,2018.0,8.0,15.0,3.0,Wednesday,8.02,96,6-10 Years
32,Male,M.Sc,6.0,Senior,Startup,Tier-2,4.0,2.0,0,3.0,84376,40.0,2024-01-31,Built ML pipeline for preprocessing,2024,1,2,31,1,Wednesday,2018-01-30 12:00:00,2018.0,1.0,30.0,1.0,Tuesday,8.56,103,6-10 Years
23,Male,B.Sc,,Mid,Startup,Tier-2,6.0,0.0,0,,39299,77.0,2023-01-27,Experience in data cleaning and ETL,2023,1,1,27,1,Friday,,,,,,,,,
45,Male,B.Sc,22.0,Junior,SME,Tier-2,4.0,1.0,1,1.0,184740,54.0,2023-07-02,Worked on microservices deployment,2023,7,0,2,3,Sunday,2001-07-01 12:00:00,2001.0,7.0,1.0,3.0,Sunday,25.14,302,20+ Years
31,Male,B.Sc,9.0,Mid,Enterprise,Tier-2,8.0,1.0,1,5.0,144604,46.0,2024-05-30,No relevant project mentioned,2024,5,1,30,2,Thursday,2015-05-30 18:00:00,2015.0,5.0,30.0,2.0,Saturday,11.23,135,11-20 Years
31,Male,B.Sc,9.0,Mid,Startup,Tier-3,4.0,0.0,0,2.0,108002,53.0,2024-11-05,,2024,11,1,5,4,Tuesday,2015-11-05 18:00:00,2015.0,11.0,5.0,4.0,Thursday,10.8,130,11-20 Years
34,Male,PhD,13.0,Senior,SME,Tier-1,1.0,1.0,0,3.0,182065,51.0,2024-03-24,Worked on microservices deployment,2024,3,2,24,1,Sunday,2011-03-24 18:00:00,2011.0,3.0,24.0,1.0,Thursday,15.41,185,11-20 Years
33,Female,,10.0,Junior,Enterprise,Tier-1,3.0,0.0,0,0.0,121681,69.0,2023-11-28,,2023,11,0,28,4,Tuesday,2013-11-27 12:00:00,2013.0,11.0,27.0,4.0,Wednesday,12.73,153,11-20 Years
31,Male,B.Sc,6.0,Mid,Startup,Remote,6.0,0.0,0,2.0,92502,62.0,2024-08-06,Worked on microservices deployment,2024,8,1,6,3,Tuesday,2018-08-06 12:00:00,2018.0,8.0,6.0,3.0,Monday,8.04,96,6-10 Years
25,Female,B.Sc,1.0,Junior,SME,Tier-2,6.0,2.0,1,0.0,46442,52.0,2024-03-31,Built ML pipeline for preprocessing,2024,3,0,31,1,Sunday,2023-03-31 18:00:00,2023.0,3.0,31.0,1.0,Friday,3.39,41,3-5 Years
33,Male,,,Senior,Enterprise,Tier-2,5.0,1.0,0,1.0,165105,62.0,2024-08-10,Contributed to open-source NLP repo,2024,8,2,10,3,Saturday,,,,,,,,,
41,Male,B.Sc,16.0,Junior,SME,Tier-2,7.0,1.0,0,0.0,176859,60.0,2024-02-24,Built ML pipeline for preprocessing,2024,2,0,24,1,Saturday,2008-02-24 00:00:00,2008.0,2.0,24.0,1.0,Sunday,18.49,222,11-20 Years
38,Male,M.Sc,15.0,Mid,Enterprise,Tier-2,4.0,2.0,1,5.0,165140,72.0,2023-08-28,Built ML pipeline for preprocessing,2023,8,1,28,3,Monday,2008-08-27 06:00:00,2008.0,8.0,27.0,3.0,Wednesday,17.98,216,11-20 Years
40,Male,B.Sc,18.0,Junior,Startup,Tier-1,,1.0,0,3.0,177474,54.0,2024-05-26,Worked on microservices deployment,2024,5,0,26,2,Sunday,2006-05-26 12:00:00,2006.0,5.0,26.0,2.0,Friday,20.24,243,20+ Years
27,Male,B.Sc,1.0,Mid,Enterprise,Tier-2,4.0,1.0,1,4.0,63224,56.0,2023-10-17,Experience in data cleaning and ETL,2023,10,1,17,4,Tuesday,2022-10-16 18:00:00,2022.0,10.0,16.0,4.0,Sunday,3.85,46,3-5 Years
24,Male,B.Sc,0.0,Senior,Enterprise,Remote,6.0,1.0,0,1.0,68400,63.0,2024-03-14,Built ML pipeline for preprocessing,2024,3,2,14,1,Thursday,2024-03-14 00:00:00,2024.0,3.0,14.0,1.0,Thursday,2.44,29,3-5 Years
29,Male,M.Eng,,Senior,Startup,Tier-2,,1.0,0,5.0,123619,53.0,2024-06-06,Worked on microservices deployment,2024,6,2,6,2,Thursday,,,,,,,,,
30,Male,B.Sc+Cert,,Senior,Startup,Tier-1,5.0,5.0,1,5.0,150408,60.0,2024-07-24,Worked on microservices deployment,2024,7,2,24,3,Wednesday,,,,,,,,,
37,Female,B.Sc,13.0,Mid,Enterprise,Tier-3,4.0,1.0,0,1.0,154283,66.0,2023-09-16,Built ML pipeline for preprocessing,2023,9,1,16,3,Saturday,2010-09-15 18:00:00,2010.0,9.0,15.0,3.0,Wednesday,15.93,191,11-20 Years
